,レースID,レースクラス,枠,馬番,馬名,騎手,コース,距離,馬場,オッズ,順位
13,202107020204,Other,6,10,トーテムポール,北村友一,芝,1600,重  ,106.4,14
14,202107020204,Other,7,12,ワンモアナイン,山田敬士,芝,1600,重  ,362.8,15
0,202107020205,Other,2,2,リンフレスカンテ,ルメール,芝,2200,重  ,2.5,1
1,202107020205,Other,3,3,イクスプロージョン,Ｍ．デム,芝,2200,重  ,6.6,2
2,202107020205,Other,8,8,カフジアスール,角田大和,芝,2200,重  ,13.6,3
3,202107020205,Other,8,9,リーゼントジャンボ,川田将雅,芝,2200,重  ,7.2,4
4,202107020205,Other,6,6,メイショウシンタケ,福永祐一,芝,2200,重  ,19.1,5
5,202107020205,Other,5,5,サトノマジェスタ,松山弘平,芝,2200,重  ,2.5,6
6,202107020205,Other,1,1,ブルーモンターニュ,酒井学,芝,2200,重  ,34.7,7
7,202107020205,Other,4,4,バラキエル,西村淳也,芝,2200,重  ,88.8,8
8,202107020205,Other,7,7,モズレンリンレイ,菱田裕二,芝,2200,重  ,215.1,9
0,202107020206,Other,8,10,ピースマッチング,ルメール,ダ,1800,不良  ,2.8,1
1,202107020206,Other,8,11,アメリカンピース,松山弘平,ダ,1800,不良  ,9.6,2
2,202107020206,Other,3,3,テイエムマジック,角田大和,ダ,1800,不良  ,19.7,3
3,202107020206,Other,4,4,コズミックマインド,西村淳也,ダ,1800,不良  ,17.3,4
4,202107020206,Other,5,5,トーホウスザク,菱田裕二,ダ,1800,不良  ,10.5,5
5,202107020206,Other,7,9,アレクサンドロス,福永祐一,ダ,1800,不良  ,11.2,6
6,202107020206,Other,6,7,ゴールドレガシー,Ｍ．デム,ダ,1800,不良  ,6.1,7
7,202107020206,Other,1,1,メイショウフンジン,酒井学,ダ,1800,不良  ,4.4,8
8,202107020206,Other,7,8,スウィープザボード,川須栄彦,ダ,1800,不良  ,15.8,9
9,202107020206,Other,2,2,グリームエース,亀田温心,ダ,1800,不良  ,74.5,10
10,202107020206,Other,6,6,テイルウインド,川田将雅,ダ,1800,不良  ,26.4,11
0,202107020207,Other,1,1,ロッシュローブ,菱田裕二,ダ,1400,不良  ,19.3,1
1,202107020207,Other,2,2,オーマイオーマイ,西村淳也,ダ,1400,不良  ,4.3,2
2,202107020207,Other,3,3,サンオブロジータ,泉谷楓真,ダ,1400,不良  ,19.5,3
3,202107020207,Other,4,6,フライオールデイズ,菊沢一樹,ダ,1400,不良  ,26.6,4
4,202107020207,Other,5,8,シャイニーズラン,荻野極,ダ,1400,不良  ,14.9,5
5,202107020207,Other,7,11,ティートラップ,北村友一,ダ,1400,不良  ,2.5,6
6,202107020207,Other,8,13,セレンディピア,秋山稔樹,ダ,1400,不良  ,77.6,7
7,202107020207,Other,8,14,ディーププリモ,古川奈穂,ダ,1400,不良  ,15.2,8
8,202107020207,Other,4,5,チェスターコート,大野拓弥,ダ,1400,不良  ,10.7,9
9,202107020207,Other,6,10,ドンマニフィコ,Ｍ．デム,ダ,1400,不良  ,5.9,10
10,202107020207,Other,6,9,マテラシオン,川須栄彦,ダ,1400,不良  ,57.0,11
11,202107020207,Other,7,12,バルドダンサー,黛弘人,ダ,1400,不良  ,54.2,12
12,202107020207,Other,5,7,ヴェッツラー,酒井学,ダ,1400,不良  ,34.3,13
13,202107020207,Other,3,4,サンマルバロン,亀田温心,ダ,1400,不良  ,112.9,14
0,202107020208,Other,4,4,ペルセウスシチー,ルメール,ダ,1900,不良  ,2.7,1
1,202107020208,Other,3,3,アンセッドヴァウ,鮫島良太,ダ,1900,不良  ,3.0,2
2,202107020208,Other,5,5,シゲルヒカルダイヤ,松山弘平,ダ,1900,不良  ,3.2,3
3,202107020208,Other,2,2,シュバルツイェガー,秋山稔樹,ダ,1900,不良  ,11.1,4
4,202107020208,Other,8,8,キングダムウイナー,古川奈穂,ダ,1900,不良  ,9.8,5
5,202107020208,Other,1,1,クリノウマーベラス,和田翼,ダ,1900,不良  ,21.8,6
6,202107020208,Other,7,7,ネオボーゲン,黛弘人,ダ,1900,不良  ,159.8,7
7,202107020208,Other,6,6,メイショウイヤサカ,永島まな,ダ,1900,不良  ,101.3,8
0,202107020209,Other,3,3,ペプチドヒミコ,酒井学,芝,2200,重  ,7.8,1
1,202107020209,Other,6,7,アラタ,大野拓弥,芝,2200,重  ,20.9,2
2,202107020209,Other,8,11,アイブランコ,Ｍ．デム,芝,2200,重  ,2.9,3
3,202107020209,Other,1,1,タニノヨセミテ,福永祐一,芝,2200,重  ,5.9,4
4,202107020209,Other,5,5,ミライオー,荻野極,芝,2200,重  ,16.6,5
5,202107020209,Other,7,9,シトラスクーラー,秋山稔樹,芝,2200,重  ,19.3,6
6,202107020209,Other,6,6,ペルソナデザイン,西村淳也,芝,2200,重  ,19.4,7
7,202107020209,Other,2,2,エスポワールミノル,泉谷楓真,芝,2200,重  ,5.3,8
8,202107020209,Other,8,10,グレートベースン,松山弘平,芝,2200,重  ,5.9,9
9,202107020209,Other,7,8,シエラネバダ,北村友一,芝,2200,重  ,35.5,10
10,202107020209,Other,4,4,アドラツィオーネ,菱田裕二,芝,2200,重  ,49.4,11
0,202107020210,Other,7,9,カヌメラビーチ,福永祐一,芝,1400,重  ,4.5,1
1,202107020210,Other,6,7,スズカフェラリー,秋山真一,芝,1400,重  ,31.4,2
2,202107020210,Other,5,5,クラシックココア,北村友一,芝,1400,重  ,3.9,3
3,202107020210,Other,2,2,キタイ,秋山稔樹,芝,1400,重  ,13.1,4
4,202107020210,Other,7,10,アランチャアミーゴ,亀田温心,芝,1400,重  ,61.7,5
5,202107020210,Other,5,6,エバーミランダ,菱田裕二,芝,1400,重  ,21.0,6
6,202107020210,Other,8,11,セトノシャトル,松山弘平,芝,1400,重  ,20.9,7
7,202107020210,Other,3,3,アドマイヤシナイ,西村淳也,芝,1400,重  ,55.8,8
8,202107020210,Other,1,1,スキップ,荻野極,芝,1400,重  ,29.2,9
9,202107020210,Other,6,8,ナンゴクアイネット,川田将雅,芝,1400,重  ,10.3,10
10,202107020210,Other,8,12,メイショウドウドウ,ルメール,芝,1400,重  ,2.4,11
11,202107020210,Other,4,4,ミルメルシー,酒井学,芝,1400,重  ,152.2,12
0,202107020211,G2,5,5,ギベオン,西村淳也,芝,2000,重  ,227.3,1
1,202107020211,G2,1,1,デアリングタクト,松山弘平,芝,2000,重  ,1.4,2
2,202107020211,G2,8,10,ポタジェ,北村友一,芝,2000,重  ,19.8,3
3,202107020211,G2,4,4,グローリーヴェイズ,川田将雅,芝,2000,重  ,4.5,4
4,202107020211,G2,7,7,キセキ,Ｍ．デム,芝,2000,重  ,10.0,5
5,202107020211,G2,2,2,サンレイポケット,秋山真一,芝,2000,重  ,33.1,6
6,202107020211,G2,8,9,サトノフラッグ,ルメール,芝,2000,重  ,18.2,7
7,202107020211,G2,7,8,ペルシアンナイト,大野拓弥,芝,2000,重  ,51.6,8
8,202107020211,G2,6,6,ジナンボー,菱田裕二,芝,2000,重  ,65.4,9
9,202107020211,G2,3,3,ブラヴァス,福永祐一,芝,2000,重  ,11.7,10
0,202107020212,Other,8,15,クインズヴィヴィ,川田将雅,ダ,1200,重  ,5.4,1
1,202107020212,Other,1,1,ニホンピロランド,田中健,ダ,1200,重  ,11.0,2
2,202107020212,Other,7,13,エイシンバッカス,福永祐一,ダ,1200,重  ,2.8,3
3,202107020212,Other,3,5,アノマリー,亀田温心,ダ,1200,重  ,203.7,4
4,202107020212,Other,4,7,オルクリスト,大野拓弥,ダ,1200,重  ,25.5,5
5,202107020212,Other,3,4,アイティナリー,酒井学,ダ,1200,重  ,13.7,6
6,202107020212,Other,6,11,ヴァリアント,松山弘平,ダ,1200,重  ,8.5,7
7,202107020212,Other,8,14,クーリュ,黛弘人,ダ,1200,重  ,76.0,8
8,202107020212,Other,7,12,タガノハイライト,川須栄彦,ダ,1200,重  ,5.6,9
9,202107020212,Other,2,3,カーテンコール,西村淳也,ダ,1200,重  ,29.5,10
10,202107020212,Other,6,10,レインボービーム,泉谷楓真,ダ,1200,重  ,162.5,11
11,202107020212,Other,2,2,グレートバニヤン,北村友一,ダ,1200,重  ,7.0,12
12,202107020212,Other,5,8,コスモビスティー,秋山稔樹,ダ,1200,重  ,137.3,13
13,202107020212,Other,4,6,キラットダイヤ,菱田裕二,ダ,1200,重  ,129.1,14
14,202107020212,Other,5,9,ノーザンヴィグラス,荻野極,ダ,1200,重  ,216.8,15
0,202107020301,Other,4,5,メイショウミナヅキ,城戸義政,ダ,1800,良  ,16.6,1
1,202107020301,Other,5,8,ネフェルタリ,ルメール,ダ,1800,良  ,5.6,2
2,202107020301,Other,3,3,ワイドアウェイク,鮫島克駿,ダ,1800,良  ,5.3,3
3,202107020301,Other,7,11,メイセキム,池添謙一,ダ,1800,良  ,26.0,4
4,202107020301,Other,8,14,ナムラコマチ,戸崎圭太,ダ,1800,良  ,20.6,5
5,202107020301,Other,8,13,アイリスクォーツ,西村淳也,ダ,1800,良  ,27.7,6
6,202107020301,Other,3,4,プレアヴィヒア,福永祐一,ダ,1800,良  ,1.7,7
7,202107020301,Other,6,10,バライロノキセキ,泉谷楓真,ダ,1800,良  ,53.0,8
8,202107020301,Other,5,7,エスケイダンサー,国分優作,ダ,1800,良  ,194.3,9
9,202107020301,Other,6,9,エルフバローズ,角田大和,ダ,1800,良  ,14.6,10
10,202107020301,Other,1,1,エオウィン,藤井勘一,ダ,1800,良  ,150.6,11
11,202107020301,Other,4,6,セカンドワルツ,永島まな,ダ,1800,良  ,134.4,12
12,202107020301,Other,7,12,ルピナスアイ,山田敬士,ダ,1800,良  ,254.4,13
13,202107020301,Other,2,2,メイショウコチカゼ,西谷凜,ダ,1800,良  ,77.6,14
0,202107020302,Other,8,16,ヒヤ,川田将雅,ダ,1200,良  ,2.4,1
1,202107020302,Other,7,14,サウンドウイッシュ,加藤祥太,ダ,1200,良  ,10.7,2
2,202107020302,Other,3,5,テーオールソー,福永祐一,ダ,1200,良  ,3.8,3
3,202107020302,Other,1,1,リオンキング,池添謙一,ダ,1200,良  ,3.3,4
4,202107020302,Other,4,8,ジオヴィグラス,国分優作,ダ,1200,良  ,77.2,5
5,202107020302,Other,5,10,テンシノエア,秋山真一,ダ,1200,良  ,46.0,6
6,202107020302,Other,6,12,カラハリ,勝浦正樹,ダ,1200,良  ,31.9,7
7,202107020302,Other,8,15,クリノバラライカ,幸英明,ダ,1200,良  ,77.0,8
8,202107020302,Other,1,2,オープンセサミ,菱田裕二,ダ,1200,良  ,96.5,9
9,202107020302,Other,6,11,カシノフォワード,泉谷楓真,ダ,1200,良  ,20.0,10
10,202107020302,Other,5,9,ノボインパクト,西村淳也,ダ,1200,良  ,76.9,11
11,202107020302,Other,4,7,タックスリファンド,秋山稔樹,ダ,1200,良  ,56.6,12
12,202107020302,Other,2,4,アルドゥマン,荻野極,ダ,1200,良  ,157.5,13
13,202107020302,Other,7,13,キーパイレーツ,山田敬士,ダ,1200,良  ,101.1,14
14,202107020302,Other,3,6,モンギンゴー,斎藤新,ダ,1200,良  ,361.2,15
15,202107020302,Other,2,3,ムカルナス,古川奈穂,ダ,1200,良  ,207.2,16
0,202107020303,Other,5,5,アスターナランハ,国分優作,ダ,1900,良  ,1.3,1
1,202107020303,Other,3,3,カキエモン,城戸義政,ダ,1900,良  ,13.1,2
2,202107020303,Other,8,8,ウォーロード,秋山稔樹,ダ,1900,良  ,65.4,3
3,202107020303,Other,1,1,マテンロウドリーム,角田大和,ダ,1900,良  ,3.6,4
4,202107020303,Other,7,7,ワンダースパイン,小牧太,ダ,1900,良  ,65.1,5
5,202107020303,Other,2,2,ランツァ,鮫島克駿,ダ,1900,良  ,55.0,6
6,202107020303,Other,4,4,コタ,斎藤新,ダ,1900,良  ,16.9,7
7,202107020303,Other,6,6,フクシマブリリオ,加藤祥太,ダ,1900,良  ,41.0,8
0,202107020304,Other,3,6,インディペンデント,菱田裕二,ダ,1400,良  ,7.0,1
1,202107020304,Other,5,9,アルーリングギフト,藤岡康太,ダ,1400,良  ,2.7,2
2,202107020304,Other,4,7,ミスズメジャー,福永祐一,ダ,1400,良  ,6.7,3
3,202107020304,Other,1,1,ロングボウマン,鮫島克駿,ダ,1400,良  ,11.7,4
4,202107020304,Other,5,10,イワナ,幸英明,ダ,1400,良  ,41.7,5
5,202107020304,Other,1,2,マサカウマザンマイ,西村淳也,ダ,1400,良  ,31.5,6
6,202107020304,Other,2,3,トペコンヒーロ,秋山稔樹,ダ,1400,良  ,32.6,7
7,202107020304,Other,7,14,ナンノコレシキ,ルメール,ダ,1400,良  ,2.8,8
8,202107020304,Other,7,13,ブルーガーデニア,勝浦正樹,ダ,1400,良  ,30.8,9
9,202107020304,Other,3,5,ラストチケット,亀田温心,ダ,1400,良  ,132.9,10
10,202107020304,Other,6,11,セイショウディープ,加藤祥太,ダ,1400,良  ,241.9,11
11,202107020304,Other,4,8,イデアエスクロー,原田和真,ダ,1400,良  ,143.0,12
12,202107020304,Other,8,15,メイレンシュタイン,荻野極,ダ,1400,良  ,65.3,13
13,202107020304,Other,8,16,パスオーバー,藤井勘一,ダ,1400,良  ,198.4,14
14,202107020304,Other,2,4,モントレージャック,西谷凜,ダ,1400,良  ,394.3,15
15,202107020304,Other,6,12,ヤマニンドラセナ,藤懸貴志,ダ,1400,良  ,406.6,16
0,202107020305,Other,1,1,ブロンズレッド,西村淳也,芝,1200,良  ,28.8,1
1,202107020305,Other,6,11,フミロア,斎藤新,芝,1200,良  ,7.7,2
2,202107020305,Other,5,9,プラチナムレイアー,福永祐一,芝,1200,良  ,3.8,3
3,202107020305,Other,8,17,スカーレットジンク,ルメール,芝,1200,良  ,2.2,4
4,202107020305,Other,5,10,ヒキガネ,泉谷楓真,芝,1200,良  ,6.1,5
5,202107020305,Other,1,2,ジョイフルラブ,菱田裕二,芝,1200,良  ,35.1,6
6,202107020305,Other,3,6,ウキウキホリデー,山田敬士,芝,1200,良  ,47.1,7
7,202107020305,Other,4,7,アラハバキ,幸英明,芝,1200,良  ,65.5,8
8,202107020305,Other,2,3,ジュンワンポイント,藤井勘一,芝,1200,良  ,24.7,9
9,202107020305,Other,8,16,プレイラピーダ,鮫島良太,芝,1200,良  ,54.0,10
10,202107020305,Other,6,12,ニシノイルマーレ,勝浦正樹,芝,1200,良  ,45.2,11
11,202107020305,Other,7,13,プラクルアン,鮫島克駿,芝,1200,良  ,49.7,12
12,202107020305,Other,4,8,エラディケイター,藤岡康太,芝,1200,良  ,136.3,13
13,202107020305,Other,2,4,ニューフィー,城戸義政,芝,1200,良  ,337.1,14
14,202107020305,Other,7,15,アレッサ,角田大和,芝,1200,良  ,172.3,15
15,202107020305,Other,8,18,ウォーターリリー,亀田温心,芝,1200,良  ,57.2,16
16,202107020305,Other,3,5,ブラーブサージュ,国分優作,芝,1200,良  ,224.0,17
17,202107020305,Other,7,14,フェアリーテイル,古川奈穂,芝,1200,良  ,200.0,18
0,202107020306,Other,6,11,シャンブル,川田将雅,芝,2000,良  ,12.1,1
1,202107020306,Other,2,3,コーラスケイト,荻野極,芝,2000,良  ,154.5,2
2,202107020306,Other,8,17,イフィゲニア,角田大和,芝,2000,良  ,5.4,3
3,202107020306,Other,3,6,エイカイステラ,福永祐一,芝,2000,良  ,2.7,4
4,202107020306,Other,7,14,ミスフィガロ,ルメール,芝,2000,良  ,3.2,5
5,202107020306,Other,5,10,カレンプリマドーナ,斎藤新,芝,2000,良  ,290.3,6
6,202107020306,Other,6,12,エニシノウタ,藤岡康太,芝,2000,良  ,33.6,7
7,202107020306,Other,4,7,サツキハピネス,幸英明,芝,2000,良  ,10.5,8
8,202107020306,Other,3,5,ラヴィエント,鮫島克駿,芝,2000,良  ,18.7,9
9,202107020306,Other,1,2,フューチャーポップ,池添謙一,芝,2000,良  ,13.9,10
10,202107020306,Other,1,1,スマイルフェアリー,戸崎圭太,芝,2000,良  ,49.2,11
11,202107020306,Other,2,4,オスタークラング,藤井勘一,芝,2000,良  ,146.3,12
12,202107020306,Other,7,13,ダリアテソーロ,泉谷楓真,芝,2000,良  ,110.1,13
13,202107020306,Other,4,8,ヴィッカース,秋山真一,芝,2000,良  ,133.6,14
14,202107020306,Other,8,16,ドラグ,西谷凜,芝,2000,良  ,548.4,15
15,202107020306,Other,5,9,ユペール,亀田温心,芝,2000,良  ,260.0,16
16,202107020306,Other,7,15,プレリュード,永島まな,芝,2000,良  ,330.9,17
17,202107020306,Other,8,18,ブラックジュエリー,古川奈穂,芝,2000,良  ,190.9,18
0,202107020307,Other,5,6,ミラクルチューン,秋山稔樹,ダ,1200,良  ,3.5,1
1,202107020307,Other,2,2,サツキマス,西村淳也,ダ,1200,良  ,15.3,2
2,202107020307,Other,1,1,ワンモアエフォート,斎藤新,ダ,1200,良  ,9.9,3
3,202107020307,Other,4,4,メイショウオオヅツ,鮫島克駿,ダ,1200,良  ,17.2,4
4,202107020307,Other,3,3,カクカクシカジーカ,古川奈穂,ダ,1200,良  ,64.7,5
5,202107020307,Other,6,8,エナホープ,泉谷楓真,ダ,1200,良  ,31.9,6
6,202107020307,Other,7,10,サンライズミリオン,藤井勘一,ダ,1200,良  ,6.0,7
7,202107020307,Other,6,9,グランディール,山田敬士,ダ,1200,良  ,103.1,8
8,202107020307,Other,8,12,タマモゼーゼマン,西谷凜,ダ,1200,良  ,18.2,9
9,202107020307,Other,5,7,ノーブルプルート,勝浦正樹,ダ,1200,良  ,7.5,10
10,202107020307,Other,8,13,アンクルテイオウ,菱田裕二,ダ,1200,良  ,3.7,11
11,202107020307,Other,4,5,エクスチェンジ,加藤祥太,ダ,1200,良  ,24.1,12
12,202107020307,Other,7,11,コハルビヨリ,国分優作,ダ,1200,良  ,39.2,13
0,202107020308,Other,8,8,スズカブルグ,幸英明,ダ,1800,良  ,3.8,1
1,202107020308,Other,4,4,マイネルイリャルギ,川田将雅,ダ,1800,良  ,2.0,2
2,202107020308,Other,8,9,オオゾラ,鮫島良太,ダ,1800,良  ,38.8,3
3,202107020308,Other,1,1,メイショウシャガ,角田大和,ダ,1800,良  ,10.8,4
4,202107020308,Other,3,3,トモジャチャーリー,国分優作,ダ,1800,良  ,18.3,5
5,202107020308,Other,5,5,プロース,勝浦正樹,ダ,1800,良  ,104.2,6
6,202107020308,Other,6,6,ミストラルウインド,秋山稔樹,ダ,1800,良  ,20.3,7
7,202107020308,Other,2,2,ナムラアイアイサー,山田敬士,ダ,1800,良  ,100.6,8
8,202107020308,Other,7,7,リンガスウォリアー,ルメール,ダ,1800,良  ,3.8,9
0,202107020309,Other,5,10,ホワイトロッジ,戸崎圭太,芝,1400,良  ,5.2,1
1,202107020309,Other,8,17,メイショウゲンセン,藤岡康太,芝,1400,良  ,20.9,2
2,202107020309,Other,6,12,ピュアカラー,鮫島克駿,芝,1400,良  ,15.3,3
3,202107020309,Other,4,8,ジーナスイート,池添謙一,芝,1400,良  ,7.1,4
4,202107020309,Other,3,5,レッドルピナス,幸英明,芝,1400,良  ,22.4,5
5,202107020309,Other,7,15,ヴィルトゥオシタ,西村淳也,芝,1400,良  ,69.0,6
6,202107020309,Other,8,16,マサノアッレーグラ,ルメール,芝,1400,良  ,4.2,7
7,202107020309,Other,7,14,リーディングパート,荻野極,芝,1400,良  ,24.1,8
8,202107020309,Other,8,18,フォーチュンリング,山田敬士,芝,1400,良  ,29.4,9
9,202107020309,Other,4,7,コスミックエナジー,福永祐一,芝,1400,良  ,3.1,10
10,202107020309,Other,6,11,ソーユーフォリア,菱田裕二,芝,1400,良  ,24.5,11
11,202107020309,Other,1,1,ホープホワイト,藤井勘一,芝,1400,良  ,37.8,12
12,202107020309,Other,2,3,ユウチャファスト,斎藤新,芝,1400,良  ,68.2,13
13,202107020309,Other,2,4,レイジングリヴァー,国分優作,芝,1400,良  ,123.4,14
14,202107020309,Other,7,13,パルスレート,秋山稔樹,芝,1400,良  ,243.6,15
15,202107020309,Other,5,9,カーテンジュエル,勝浦正樹,芝,1400,良  ,112.4,16
16,202107020309,Other,1,2,サリーバランセ,泉谷楓真,芝,1400,良  ,132.5,17
17,202107020309,Other,3,6,イッツアワターン,亀田温心,芝,1400,良  ,296.5,18
0,202107020310,Other,8,9,キタノインパクト,ルメール,芝,2000,良  ,1.8,1
1,202107020310,Other,3,3,シルバータイド,川田将雅,芝,2000,良  ,3.5,2
2,202107020310,Other,4,4,アマネセール,福永祐一,芝,2000,良  ,9.6,3
3,202107020310,Other,2,2,ヤップヤップヤップ,戸崎圭太,芝,2000,良  ,9.6,4
4,202107020310,Other,1,1,ショウナンダイキチ,斎藤新,芝,2000,良  ,104.1,5
5,202107020310,Other,5,5,アウステルリッツ,西村淳也,芝,2000,良  ,17.3,6
6,202107020310,Other,7,7,インペリアルフィズ,鮫島克駿,芝,2000,良  ,30.6,7
7,202107020310,Other,7,8,フェスティヴスーリ,藤井勘一,芝,2000,良  ,83.5,8
8,202107020310,Other,6,6,フェルマーテ,幸英明,芝,2000,良  ,10.3,9
9,202107020310,Other,8,10,シャイニーコースト,国分優作,芝,2000,良  ,209.1,10
0,202107020311,G3,1,1,ルークズネスト,幸英明,芝,1400,良  ,7.6,1
1,202107020311,G3,3,4,グレナディアガーズ,川田将雅,芝,1400,良  ,1.8,2
2,202107020311,G3,7,13,モントライゼ,ルメール,芝,1400,良  ,4.4,3
3,202107020311,G3,3,5,サルビア,池添謙一,芝,1400,良  ,20.8,4
4,202107020311,G3,4,7,インフィナイト,藤井勘一,芝,1400,良  ,34.3,5
5,202107020311,G3,5,8,ファルヴォーレ,秋山真一,芝,1400,良  ,29.5,6
6,202107020311,G3,8,15,ヴィジュネル,藤岡康太,芝,1400,良  ,36.7,7
7,202107020311,G3,4,6,ニシノアジャスト,勝浦正樹,芝,1400,良  ,39.0,8
8,202107020311,G3,6,10,ロードマックス,福永祐一,芝,1400,良  ,11.6,9
9,202107020311,G3,7,12,ショックアクション,戸崎圭太,芝,1400,良  ,17.4,10
10,202107020311,G3,8,14,アスコルターレ,鮫島克駿,芝,1400,良  ,30.6,11
11,202107020311,G3,5,9,フォイアーロート,中井裕二,芝,1400,良  ,76.9,12
12,202107020311,G3,6,11,ラングロワ,秋山稔樹,芝,1400,良  ,183.8,13
13,202107020311,G3,2,3,トーセンウォーリア,菱田裕二,芝,1400,良  ,156.3,14
14,202107020311,G3,2,2,ホーキーポーキー,城戸義政,芝,1400,良  ,264.4,15
0,202107020312,Other,1,2,ダノングリスター,西村淳也,ダ,1800,良  ,17.9,1
1,202107020312,Other,2,3,コパノリッチマン,藤井勘一,ダ,1800,良  ,40.5,2
2,202107020312,Other,1,1,コスモセイリュウ,荻野極,ダ,1800,良  ,97.9,3
3,202107020312,Other,4,8,メイショウヨソユキ,加藤祥太,ダ,1800,良  ,10.1,4
4,202107020312,Other,4,7,クリノキングボス,国分優作,ダ,1800,良  ,115.6,5
5,202107020312,Other,3,5,グッドヘルスバイオ,鮫島克駿,ダ,1800,良  ,41.0,6
6,202107020312,Other,7,14,シーシーサザン,斎藤新,ダ,1800,良  ,36.3,7
7,202107020312,Other,7,13,キンノマサカリ,ルメール,ダ,1800,良  ,4.8,8
8,202107020312,Other,8,16,ショウナンナデシコ,幸英明,ダ,1800,良  ,4.5,9
9,202107020312,Other,6,11,ヴェラアズール,福永祐一,ダ,1800,良  ,2.8,10
10,202107020312,Other,6,12,ダッチマン,藤岡康太,ダ,1800,良  ,13.4,11
11,202107020312,Other,5,10,サンティーニ,戸崎圭太,ダ,1800,良  ,15.1,12
12,202107020312,Other,2,4,プチティラン,鮫島良太,ダ,1800,良  ,144.6,13
13,202107020312,Other,8,15,メイショウドヒョウ,泉谷楓真,ダ,1800,良  ,36.8,14
14,202107020312,Other,5,9,シャルロッテミノル,秋山稔樹,ダ,1800,良  ,87.5,15
15,202107020312,Other,3,6,タガノペルマネンテ,藤懸貴志,ダ,1800,良  ,36.1,16
0,202107020401,Other,5,5,ホッコーハナミチ,浜中俊,ダ,1800,重  ,2.0,1
1,202107020401,Other,3,3,コンテナジュニア,松山弘平,ダ,1800,重  ,3.7,2
2,202107020401,Other,7,8,ゴットウェーブ,富田暁,ダ,1800,重  ,8.6,3
3,202107020401,Other,1,1,シーフードパイセン,川又賢治,ダ,1800,重  ,88.7,4
4,202107020401,Other,7,7,フロンタルクリス,幸英明,ダ,1800,重  ,37.9,5
5,202107020401,Other,8,10,ワイドモンスター,岩田望来,ダ,1800,重  ,4.9,6
6,202107020401,Other,4,4,グロワールミノル,亀田温心,ダ,1800,重  ,11.0,7
7,202107020401,Other,6,6,エルニド,秋山稔樹,ダ,1800,重  ,43.9,8
8,202107020401,Other,8,9,シンゼングレート,角田大和,ダ,1800,重  ,42.4,9
9,202107020401,Other,2,2,セブンパワー,黛弘人,ダ,1800,重  ,123.3,10
0,202107020402,Other,4,7,アイスリアン,松山弘平,ダ,1200,不良  ,1.9,1
1,202107020402,Other,2,4,メイショウエニシア,泉谷楓真,ダ,1200,不良  ,4.9,2
2,202107020402,Other,1,1,インディナート,永島まな,ダ,1200,不良  ,12.7,3
3,202107020402,Other,8,15,クロノフルール,吉田隼人,ダ,1200,不良  ,7.2,4
4,202107020402,Other,1,2,テーオーエルサ,幸英明,ダ,1200,不良  ,8.3,5
5,202107020402,Other,7,14,サクラスヴニール,秋山稔樹,ダ,1200,不良  ,53.3,6
6,202107020402,Other,8,16,リーベ,菊沢一樹,ダ,1200,不良  ,22.1,7
7,202107020402,Other,5,10,メイム,山田敬士,ダ,1200,不良  ,322.2,8
8,202107020402,Other,2,3,カシマユウミヒメ,荻野極,ダ,1200,不良  ,34.9,9
9,202107020402,Other,4,8,フライトメモリア,国分優作,ダ,1200,不良  ,26.0,10
10,202107020402,Other,6,12,キャトルレーヴ,藤井勘一,ダ,1200,不良  ,203.8,11
11,202107020402,Other,6,11,ショウナンカリプソ,亀田温心,ダ,1200,不良  ,135.8,12
12,202107020402,Other,5,9,ヤサカエミュー,小林脩斗,ダ,1200,不良  ,379.1,13
13,202107020402,Other,3,5,ルエリア,富田暁,ダ,1200,不良  ,83.8,14
14,202107020402,Other,7,13,フクネン,黛弘人,ダ,1200,不良  ,53.1,15
15,202107020402,Other,3,6,ヤマニンカホン,高倉稜,ダ,1200,不良  ,205.5,16
0,202107020403,Other,6,6,スズカルビコン,松山弘平,ダ,1800,不良  ,1.3,1
1,202107020403,Other,2,2,トーホウエンジェル,中井裕二,ダ,1800,不良  ,5.1,2
2,202107020403,Other,5,5,テイエムジャガー,泉谷楓真,ダ,1800,不良  ,11.6,3
3,202107020403,Other,4,4,リーヴルネッサンス,荻野琢真,ダ,1800,不良  ,20.7,4
4,202107020403,Other,8,8,ノアブラック,菊沢一樹,ダ,1800,不良  ,58.3,5
5,202107020403,Other,1,1,イトザクラ,山田敬士,ダ,1800,不良  ,55.1,6
6,202107020403,Other,3,3,サンライズブルーム,岩田望来,ダ,1800,不良  ,7.7,7
7,202107020403,Other,7,7,ゴッドリヴァプール,角田大和,ダ,1800,不良  ,62.6,8
0,202107020404,Other,6,11,トーセンアラン,荻野極,ダ,1400,不良  ,5.4,1
1,202107020404,Other,7,12,ヴェルナー,岩田望来,ダ,1400,不良  ,3.3,2
2,202107020404,Other,8,15,スペシャルサンデー,西村淳也,ダ,1400,不良  ,27.4,3
3,202107020404,Other,4,6,ペイルライダー,角田大和,ダ,1400,不良  ,6.7,4
4,202107020404,Other,8,14,ボールドリーチ,古川奈穂,ダ,1400,不良  ,189.5,5
5,202107020404,Other,4,7,タイセイアンシェル,泉谷楓真,ダ,1400,不良  ,10.5,6
6,202107020404,Other,3,5,レスプロンディール,富田暁,ダ,1400,不良  ,6.2,7
7,202107020404,Other,6,10,スズカヒカリ,永島まな,ダ,1400,不良  ,21.6,8
