,レースID,枠,馬番,馬名,騎手,コース,距離,馬場,オッズ
0,1.8051880195629745e-05,1,1,14.447177237168129,10.625027656555176,0.0009136163094604893,0.0010432605783244305,-0.2776015987745514,45.8
1,2.2501134980717623e-05,2,2,14.930332,9.449136642158408,-0.002858740593417934,0.0025569536145071572,-0.2868653997392178,2
2,6.02367248520469e-07,3,3,12.235836319989762,13.677957397359378,0.002675246697919978,-0.00019885383082764738,-0.14669597149542246,64.1
3,-1.540335859587552e-05,4,4,13.066059904000001,12.841962021186042,0.00016261903116512964,0.0001655796749774225,-0.079395052785071,3.7
4,1.5821529121394804e-05,5,5,14.671842432,15.102896971430411,0.0015308114800869682,0.0015258628459738576,-0.37624690275883355,3.1
5,1.3784428883053551e-06,6,6,17.0,9.846900308527804,0.007739923875498804,-1.8680003755795785e-05,-0.17411263809959876,42
6,2.1818143822604085e-05,6,7,12.563921364429216,9.7910611100598,0.003558766358087344,0.004274990461780493,-0.24639387225894785,117.6
7,1.5500338490273577e-06,7,8,15.44388752,13.934955016305787,0.008763992712940356,0.0017121609897252819,-0.3937004914627733,21.7
8,3.144715277977893e-05,7,9,14.4326094670278,15.180699518605572,0.0008071574531584492,0.0052917570786928875,-0.182730119179133,15.3
9,4.4062988788308006e-05,8,10,8.647677654016,15.409412978950058,-0.0030511782023412426,0.012248502569741514,-0.35571979526027153,19.3
10,2.84957748878844e-05,8,11,12.191308398592001,13.953473133831883,-0.0044933451783706665,0.0027024609553698165,-0.5934206188208039,57
