1.0,35.18596589565277,13.724085688591003,10.172181576490402,14.49352502822876,13.645057380199432,12.779183685779572,2.0,3.0,2.0
2.0,63.38734030723572,3.853611648082733,5.631166696548462,7.765216380357742,9.612155705690384,9.750502556562424,0.0,0.0,0.0
3.0,54.76199388504028,3.832584246993065,6.933999061584473,10.117023438215256,11.3663949072361,12.988001108169556,4.0,5.0,5.0
4.0,54.28248643875122,4.232355207204819,5.907592922449112,10.320312529802322,11.852887272834778,13.404355943202972,5.0,4.0,4.0
5.0,99.62260723114014,0.016489117115270346,0.019824810442514718,0.09003581362776458,0.10058723855763674,0.15046459157019854,0.0,0.0,0.0
6.0,3.3686842769384384,47.127312421798706,27.20121741294861,13.497115671634674,6.04732371866703,2.758345752954483,1.0,1.0,1.0
7.0,76.9795298576355,1.2374077923595905,2.6115231215953827,4.7151830047369,6.7208945751190186,7.735452055931091,0.0,0.0,0.0
8.0,36.41073703765869,9.590262174606323,13.226360082626343,13.640080392360687,14.732734858989716,12.39982545375824,3.0,2.0,3.0
9.0,66.70408248901367,2.2945869714021683,4.20215018093586,6.743339449167252,8.897317200899124,11.158517748117447,0.0,0.0,0.0
10.0,90.4462456703186,0.3863865276798606,0.7802603300660849,1.771005056798458,2.695944346487522,3.9201639592647552,0.0,0.0,0.0
11.0,72.69175052642822,2.0940085873007774,2.988005429506302,6.407097727060318,7.37382099032402,8.445311337709427,0.0,0.0,0.0
12.0,91.0691499710083,0.3887452883645892,0.6195802707225084,1.7754040658473969,2.501070871949196,3.6460518836975098,0.0,0.0,0.0
13.0,78.95166873931885,1.2073357589542866,2.372824400663376,4.299907013773918,5.977138131856918,7.19112753868103,0.0,0.0,0.0
14.0,99.40282106399536,0.013254319492261857,0.019278211402706802,0.0934776442591101,0.18409306649118662,0.287059647962451,0.0,0.0,0.0
15.0,68.48676800727844,2.4835605174303055,3.958544135093689,6.211356073617935,8.732487261295319,10.127278417348862,0.0,0.0,0.0
0.0,96.6787040233612,0.12059013824909925,0.1781409839168191,0.5418336484581232,0.9540662169456482,1.5266682021319866,0.0,0.0,0.0
0.0,98.62827658653259,0.03586316015571356,0.06457832641899586,0.2496120985597372,0.4162253811955452,0.6054504308849573,0.0,0.0,0.0
0.0,99.83775615692139,0.0023619428247911856,0.003936369830626063,0.029469330911524594,0.04852924612350762,0.07794307311996818,0.0,0.0,0.0
