,レースID,枠,馬番,馬名,騎手,コース,距離,馬場,オッズ
0,3.0431336099457826e-06,1,1,12.089603134520605,12.181996813269256,0.0022530327797645375,0.0058616200705811595,-0.2043096292387131,87.5
1,1.1123923398633387e-05,2,2,8.928806117212792,6.42578125,0.0032040301572977504,0.009625457141263819,-0.3155416919530681,107.6
2,1.941995015197943e-05,2,3,18.148867535643404,9.187691241432251,0.00036589769306791747,0.013333890126043232,-0.22322383844195914,2.1
3,-4.164675049326547e-05,3,4,11.415237016052524,6.81286907079396,0.0034862884126785495,-0.01576580100966028,-0.2977496107337644,15.5
4,2.565922856911421e-05,3,5,9.500779543225935,7.601720431472666,0.0023597251108803765,0.015990499785518218,-0.12977052054396537,85.8
5,1.598403977488213e-06,4,6,12.81699395664469,13.564410687686914,0.003120706184353168,0.002350378708762271,-0.5428884794016865,11.6
6,1.8415708259301795e-05,4,7,11.075547935919005,13.780946221145602,-0.010482841908234416,0.01142043066228902,-0.47379096869959286,35.2
7,-3.4082211960777242e-06,5,8,15.830364312839095,5.709752454803695,0.0019171254760366472,0.005857485542317594,-0.13903892703044368,4.1
8,-2.5559780360651852e-06,5,9,9.96380675160555,13.7984695983807,0.0013526689968473321,0.0032570545499391677,-0.16483464226752073,26
9,1.1695833576311955e-05,6,10,11.287259284014349,7.325215968409945,0.002253401041702998,0.012990184494312619,-0.41776051762211713,45
10,1.7260063476303045e-05,6,11,11.762903567044681,13.409690248808158,0.0012228230888934976,0.010726093149081179,-0.1486643225673362,3.4
11,4.476456403417172e-05,7,12,5.693088518086351,5.75258676592316,0.0006607071285891172,0.018979778793096168,-0.18476065418601037,38.6
12,-6.342394394924647e-06,7,13,8.53206623159967,8.455819286377125,0.003794011273189488,0.0007839161601854337,-0.39590705751329874,149.1
13,-8.902412214293011e-07,8,14,8.165112984101789,3.088754818979923,0.00012744506403884485,0.004466599276751199,-0.2963132247002361,67.1
14,-1.1171882801618366e-05,8,15,6.887355395692754,7.146972421614603,0.006245318098946567,-0.0022710897560134784,-0.5330637716156413,70.8
