,レースID,レースクラス,枠,馬番,馬名,騎手,コース,距離,馬場,オッズ,順位
6,202206000000 ,Other,2,2,ラッキーガブリエル,菅原明,ダ,1800,良,21.5,7
7,202206000000 ,Other,7,8,アラビアンパレス,江田照,ダ,1800,良,60.4,8
8,202206000000 ,Other,1,1,ティアップブランカ,黛,ダ,1800,良,30.5,9
9,202206000000 ,Other,6,6,アーテルレクス,戸崎圭,ダ,1800,良,12.8,10
10,202206000000 ,Other,5,5,ローゼンヴォルフ,横山武,ダ,1800,良,16.8,11
0,202206000000 ,Other,8,15,ロスコフ,横山武,ダ,1800,良,3.6,1
1,202206000000 ,Other,4,8,ワカミヤクオーレ,丹内,ダ,1800,良,7,2
2,202206000000 ,Other,7,13,マサカウマザンマイ,菱田,ダ,1800,良,63.7,3
3,202206000000 ,Other,5,10,ウインジョイフル,小林脩,ダ,1800,良,27.9,4
4,202206000000 ,Other,6,12,カンリンポチェ,三浦,ダ,1800,良,2.6,5
5,202206000000 ,Other,1,2,ネオヒューズ,丸山,ダ,1800,良,25.2,6
6,202206000000 ,Other,4,7,ペイシャジュン,武士沢,ダ,1800,良,7.7,7
7,202206000000 ,Other,2,4,テンウォークライ,原田和,ダ,1800,良,8.8,8
8,202206000000 ,Other,3,6,アメリカンエール,吉田豊,ダ,1800,良,23.7,9
9,202206000000 ,Other,6,11,サトノパーシヴァル,木幡育,ダ,1800,良,39.1,10
10,202206000000 ,Other,5,9,サルーテ,菅原明,ダ,1800,良,101.1,11
11,202206000000 ,Other,3,5,シングンジョーイ,小林凌,ダ,1800,良,310.8,12
12,202206000000 ,Other,7,14,ダイモーン,丸田,ダ,1800,良,37.6,13
13,202206000000 ,Other,1,1,ヴォーグマチネ,津村,ダ,1800,良,222.2,14
14,202206000000 ,Other,8,16,アララトテソーロ,原,ダ,1800,良,542.5,15
15,202206000000 ,Other,2,3,クラウドスケープ,黛,ダ,1800,良,304.2,16
0,202206000000 ,Other,3,6,キミワテル,ルメー,ダ,1200,良,1.6,1
1,202206000000 ,Other,6,12,タケルラスティ,坂井,ダ,1200,良,7.5,2
2,202206000000 ,Other,1,1,コパシーナ,三浦,ダ,1200,良,18,3
3,202206000000 ,Other,5,9,トモジャドット,菅原明,ダ,1200,良,14.6,4
4,202206000000 ,Other,8,16,ブーケオブアイリス,戸崎圭,ダ,1200,良,12.3,5
5,202206000000 ,Other,4,8,ニシノライトニング,野中,ダ,1200,良,13.2,6
6,202206000000 ,Other,5,10,クリノイコライザー,斎藤,ダ,1200,良,38.7,7
7,202206000000 ,Other,7,13,ピナクルズ,原,ダ,1200,良,72.9,8
8,202206000000 ,Other,4,7,ネヴァタップアウト,横山武,ダ,1200,良,28.4,9
9,202206000000 ,Other,1,2,コーリングローリー,横山和,ダ,1200,良,136.8,10
10,202206000000 ,Other,2,3,サンキーウエスト,岩部,ダ,1200,良,310.1,11
11,202206000000 ,Other,2,4,カミノホウオー,◇藤田菜,ダ,1200,良,32.4,12
12,202206000000 ,Other,3,5,キュムロンニンバス,黛,ダ,1200,良,54.8,13
13,202206000000 ,Other,8,15,チャイブテソーロ,鮫島駿,ダ,1200,良,39.5,14
14,202206000000 ,Other,7,14,キモンブラウン,嶋田,ダ,1200,良,14.1,15
15,202206000000 ,Other,6,11,ウインプロスト,丹内,ダ,1200,良,604.9,16
0,202206000000 ,Other,5,8,レッドソルダード,大野,ダ,2400,良,19.2,1
1,202206000000 ,Other,6,9,オンザフェーヴル,富田,ダ,2400,良,2.5,2
2,202206000000 ,Other,6,10,ポップフランセ,北村宏,ダ,2400,良,100.2,3
3,202206000000 ,Other,7,11,グッドリドゥンス,勝浦,ダ,2400,良,12,4
4,202206000000 ,Other,4,5,オンワードセルフ,鮫島駿,ダ,2400,良,281.9,5
5,202206000000 ,Other,3,4,トウカイオルデン,田中勝,ダ,2400,良,97,6
6,202206000000 ,Other,7,12,イベリア,戸崎圭,ダ,2400,良,11.5,7
7,202206000000 ,Other,8,13,プルミエロール,菅原明,ダ,2400,良,7.4,8
8,202206000000 ,Other,2,2,ザプラウドワンズ,小坂,ダ,2400,良,249.7,9
9,202206000000 ,Other,1,1,ヴォートルエロー,江田照,ダ,2400,良,25.4,10
10,202206000000 ,Other,3,3,ネオストーリー,内田博,ダ,2400,良,22.2,11
11,202206000000 ,Other,5,7,プチティラン,丸田,ダ,2400,良,69.3,12
12,202206000000 ,Other,8,14,ヒッチコック,坂井,ダ,2400,良,19.5,13
13,202206000000 ,Other,4,6,カフェキング,横山和,ダ,2400,良,3.1,14
0,202206000000 ,Other,5,8,スマイル,ルメー,芝,2200,良,8.6,1
1,202206000000 ,Other,7,13,キングオブドラゴン,坂井,芝,2200,良,12.8,2
2,202206000000 ,Other,3,4,エドノフェリーチェ,Ｍデム,芝,2200,良,5.3,3
3,202206000000 ,Other,8,15,サトノラディウス,横山和,芝,2200,良,14.4,4
4,202206000000 ,Other,6,10,ウシュバテソーロ,戸崎圭,芝,2200,良,24.6,5
5,202206000000 ,Other,3,5,ダンディズム,富田,芝,2200,良,12.9,6
6,202206000000 ,Other,6,11,セファーラジエル,鮫島駿,芝,2200,良,7.4,7
7,202206000000 ,Other,7,12,ヤマニンマヒア,津村,芝,2200,良,140.4,8
8,202206000000 ,Other,2,3,サトノグロワール,内田博,芝,2200,良,91.8,9
9,202206000000 ,Other,1,1,ベデザンジュ,石橋脩,芝,2200,良,23.5,10
10,202206000000 ,Other,5,9,ルペルカーリア,横山武,芝,2200,良,2.4,11
11,202206000000 ,Other,4,7,エヴァーガーデン,丹内,芝,2200,良,37.5,12
12,202206000000 ,Other,2,2,ナリノモンターニュ,大野,芝,2200,良,22.9,13
13,202206000000 ,Other,4,6,サウンドバーニング,斎藤,芝,2200,良,336.9,14
14,202206000000 ,Other,8,14,ニューポート,菅原明,芝,2200,良,330.8,15
0,202206000000 ,G3,4,8,ライラック,Ｍデム,芝,1600,良,7.1,1
1,202206000000 ,G3,2,3,スターズオンアース,石橋脩,芝,1600,良,4.3,2
2,202206000000 ,G3,1,2,ビジュノワール,大野,芝,1600,良,17.8,3
3,202206000000 ,G3,8,16,フィールシンパシー,坂井,芝,1600,良,35,4
4,202206000000 ,G3,4,7,ブルトンクール,菅原明,芝,1600,良,78.9,5
5,202206000000 ,G3,3,5,スクルトゥーラ,横山武,芝,1600,良,6.2,6
6,202206000000 ,G3,2,4,ニシノラブウインク,三浦,芝,1600,良,8.4,7
7,202206000000 ,G3,7,13,ヴァンルーラー,戸崎圭,芝,1600,良,29.4,8
8,202206000000 ,G3,1,1,エバーシャドネー,藤岡佑,芝,1600,良,5.3,9
9,202206000000 ,G3,5,9,エリカヴィータ,ルメー,芝,1600,良,5.3,10
10,202206000000 ,G3,8,15,テーオーシャルマン,横山和,芝,1600,良,220.6,11
11,202206000000 ,G3,3,6,スピードグラマー,木幡育,芝,1600,良,38.1,12
12,202206000000 ,G3,6,12,ユキヤナギ,勝浦,芝,1600,良,240.2,13
13,202206000000 ,G3,6,11,ウラカワノキセキ,津村,芝,1600,良,133.1,14
14,202206000000 ,G3,7,14,ポケットシンデレラ,菱田,芝,1600,良,56.1,15
15,202206000000 ,G3,5,10,スプリットザシー,丸山,芝,1600,良,28.1,16
0,202206000000 ,Other,6,11,スリートップキズナ,石橋脩,芝,1600,良,3.2,1
1,202206000000 ,Other,1,2,パラレルキャリア,菱田,芝,1600,良,26.3,2
2,202206000000 ,Other,8,15,コスモアディラート,Ｍデム,芝,1600,良,5,3
3,202206000000 ,Other,1,1,レッジャードロ,吉田豊,芝,1600,良,19.5,4
4,202206000000 ,Other,3,5,ブルメンダール,ルメー,芝,1600,良,4.4,5
5,202206000000 ,Other,2,3,モメントグスタール,三浦皇,芝,1600,良,36.1,6
6,202206000000 ,Other,7,13,ポレンティア,横山武,芝,1600,良,6.3,7
7,202206000000 ,Other,2,4,トーアアネラ,菅原明,芝,1600,良,112.7,8
8,202206000000 ,Other,8,16,マーベラスアゲン,小林凌,芝,1600,良,110.2,9
9,202206000000 ,Other,5,10,ココリホウオウ,北村宏,芝,1600,良,5.4,10
10,202206000000 ,Other,3,6,ドリームメッセージ,丸山,芝,1600,良,229,11
11,202206000000 ,Other,4,8,ノーブルパレス,宮崎,芝,1600,良,48.2,12
12,202206000000 ,Other,4,7,オールマイフレンズ,大野,芝,1600,良,163.4,13
13,202206000000 ,Other,5,9,ウェルシー,勝浦,芝,1600,良,242.2,14
14,202206000000 ,Other,7,14,ブレリア,松岡,芝,1600,良,225.9,15
15,202206000000 ,Other,6,12,レーヴドゥラプレリ,戸崎圭,芝,1600,良,,取消
0,202206000000 ,Other,7,14,アレクサンドラ,Ｍデム,ダ,1200,良,6.1,1
1,202206000000 ,Other,5,10,ピカリエ,伊藤,ダ,1200,良,4.7,2
2,202206000000 ,Other,3,6,アリススプリングス,三浦,ダ,1200,良,2.6,3
3,202206000000 ,Other,8,15,オーロラアーク,武士沢,ダ,1200,良,12.7,4
4,202206000000 ,Other,7,13,エリークラウン,吉田豊,ダ,1200,良,9.2,5
5,202206000000 ,Other,6,12,ライブインステラ,石橋脩,ダ,1200,良,18.4,6
6,202206000000 ,Other,2,4,トッティー,菊沢,ダ,1200,良,266.4,7
7,202206000000 ,Other,3,5,ルージュライゼ,戸崎圭,ダ,1200,良,5.8,8
8,202206000000 ,Other,8,16,ミウィ,横山琉,ダ,1200,良,222.8,9
9,202206000000 ,Other,1,2,ワイドマティーニ,小林脩,ダ,1200,良,56.2,10
10,202206000000 ,Other,6,11,リュウノボミ,菅原隆,ダ,1200,良,345,11
11,202206000000 ,Other,4,7,ハニーズスマイル,菅原明,ダ,1200,良,109,12
12,202206000000 ,Other,1,1,ヴェルデヴェント,大野,ダ,1200,良,75.1,13
13,202206000000 ,Other,5,9,ノットクラッシュ,丸山,ダ,1200,良,108.5,14
14,202206000000 ,Other,4,8,ゼアル,内田博,ダ,1200,良,47.7,15
15,202206000000 ,Other,2,3,アイラジオーネ,永野,ダ,1200,良,245.6,16
0,202206000000 ,Other,3,5,ギャラクシーナイト,菊沢,ダ,1800,良,4.3,1
1,202206000000 ,Other,6,12,オヤノナナヒカリ,内田博,ダ,1800,良,2.5,2
2,202206000000 ,Other,8,15,バックスクリーン,Ｍデム,ダ,1800,良,2.7,3
3,202206000000 ,Other,4,8,ベネロングポイント,石橋脩,ダ,1800,良,21.8,4
4,202206000000 ,Other,4,7,アスガルド,菅原明,ダ,1800,良,15.4,5
5,202206000000 ,Other,1,2,タイタンステップス,戸崎圭,ダ,1800,良,17.5,6
6,202206000000 ,Other,5,10,ベッサスタージル,菅原隆,ダ,1800,良,31.1,6
7,202206000000 ,Other,6,11,トーセンキッド,永野,ダ,1800,良,61.5,8
8,202206000000 ,Other,7,13,ヴィオレントアズル,宮崎,ダ,1800,良,558.8,9
9,202206000000 ,Other,2,3,トルーマンテソーロ,木幡育,ダ,1800,良,206,10
10,202206000000 ,Other,5,9,マジックゲール,野中,ダ,1800,良,51.9,11
11,202206000000 ,Other,8,16,ハイリミットカフェ,北村宏,ダ,1800,良,163.5,12
12,202206000000 ,Other,1,1,ロマンバローズ,横山琉,ダ,1800,良,527.6,13
13,202206000000 ,Other,2,4,ネルガル,武士沢,ダ,1800,良,328.2,14
14,202206000000 ,Other,3,6,トゥシャン,柴田大,ダ,1800,良,384.8,15
15,202206000000 ,Other,7,14,フーライラ,小林脩,ダ,1800,良,189.8,16
0,202206000000 ,Other,2,3,アポロマジェスティ,吉田豊,ダ,1200,良,3,1
1,202206000000 ,Other,8,15,ペイシャブライティ,山田,ダ,1200,良,24.8,2
2,202206000000 ,Other,6,12,ニシノフウジン,内田博,ダ,1200,良,21.3,3
3,202206000000 ,Other,4,7,キーチズカンパニー,大野,ダ,1200,良,2.8,4
4,202206000000 ,Other,5,9,モンサンレジャンド,戸崎圭,ダ,1200,良,8.5,5
5,202206000000 ,Other,1,2,ミルトイグニス,菅原明,ダ,1200,良,22.6,6
6,202206000000 ,Other,8,16,アルティマボス,小林脩,ダ,1200,良,28.1,7
7,202206000000 ,Other,7,14,ウインタースイート,杉原,ダ,1200,良,544.6,8
8,202206000000 ,Other,1,1,クイーンカトリーヌ,永野,ダ,1200,良,107.8,9
9,202206000000 ,Other,2,4,レッドコーラル,宮崎,ダ,1200,良,8.8,10
10,202206000000 ,Other,3,6,ピースオンアース,菊沢,ダ,1200,良,145.6,11
11,202206000000 ,Other,5,10,セキテイホノオー,田中勝,ダ,1200,良,9.3,12
12,202206000000 ,Other,4,8,ワイワイウォリアー,三浦,ダ,1200,良,27.9,13
13,202206000000 ,Other,7,13,トビイロノヒトミ,岩部,ダ,1200,良,269.1,14
14,202206000000 ,Other,3,5,ナックファクター,野中,ダ,1200,良,469.3,15
15,202206000000 ,Other,6,11,ライフゴーズオン,嶋田,ダ,1200,良,602.2,16
0,202206000000 ,Other,1,1,グリューヴルム,石橋脩,ダ,1800,良,1.3,1
1,202206000000 ,Other,4,4,スペイスフォース,永野,ダ,1800,良,12.8,2
2,202206000000 ,Other,6,6,ドルズプライスレス,武士沢,ダ,1800,良,5.4,3
3,202206000000 ,Other,3,3,ミッドナイトブルー,横山琉,ダ,1800,良,85.9,4
4,202206000000 ,Other,7,7,マイネルシデン,柴田大,ダ,1800,良,7.9,5
5,202206000000 ,Other,8,8,テリオスヒロ,小林脩,ダ,1800,良,49.8,6
6,202206000000 ,Other,2,2,グロリアスヒーロー,菅原明,ダ,1800,良,13.7,7
7,202206000000 ,Other,5,5,ベルウッドメルシー,内田博,ダ,1800,良,23.6,8
0,202206000000 ,Other,7,11,オウケンボルト,Ｍデム,芝,2000,良,2.5,1
1,202206000000 ,Other,5,6,ゴールデンアワー,菅原明,芝,2000,良,2.8,2
2,202206000000 ,Other,6,8,オウケンムーンアイ,三浦,芝,2000,良,20.2,3
3,202206000000 ,Other,5,7,ジョーカーブラウン,戸崎圭,芝,2000,良,3.3,4
4,202206000000 ,Other,6,9,ブルボンティアラ,柴田大,芝,2000,良,51.5,5
5,202206000000 ,Other,1,1,エスクルシオーネ,吉田豊,芝,2000,良,157.5,6
6,202206000000 ,Other,3,3,カガギムレット,菊沢,芝,2000,良,66.7,7
7,202206000000 ,Other,7,10,フレンドオパール,小林脩,芝,2000,良,334.3,8
8,202206000000 ,Other,8,13,テイエムクロマル,武士沢,芝,2000,良,606.3,9
9,202206000000 ,Other,2,2,ウイングラドナス,宮崎,芝,2000,良,62,10
10,202206000000 ,Other,4,5,パラチェーン,木幡初,芝,2000,良,496.3,11
11,202206000000 ,Other,8,12,リオシャンパーニュ,永野,芝,2000,良,15.7,12
12,202206000000 ,Other,4,4,ジャンポール,内田博,芝,2000,良,44.2,13
0,202206000000 ,Other,2,2,ルドヴィクス,菅原明,ダ,1800,良,4.8,1
1,202206000000 ,Other,7,8,タイセイマーベル,三浦,ダ,1800,良,2.1,2
2,202206000000 ,Other,8,10,ジンフラッシュ,武士沢,ダ,1800,良,7.7,3
3,202206000000 ,Other,4,4,ドリームメッセージ,小林脩,ダ,1800,良,46.8,4
4,202206000000 ,Other,8,9,アシタガアルサ,江田照,ダ,1800,良,5.4,5
5,202206000000 ,Other,1,1,トミケンベレムド,野中,ダ,1800,良,10.1,6
6,202206000000 ,Other,6,6,リヴウェル,内田博,ダ,1800,良,26.6,7
7,202206000000 ,Other,3,3,ヴィクトリーレーン,永野,ダ,1800,良,11.6,8
8,202206000000 ,Other,5,5,マイネルエンカント,柴田大,ダ,1800,良,114.5,9
9,202206000000 ,Other,7,7,ユーアーマイソウル,嶋田,ダ,1800,良,93,10
0,202206000000 ,Other,5,9,マイヨアポア,小林脩,ダ,1200,良,1.6,1
1,202206000000 ,Other,2,3,スイートカルデア,大野,ダ,1200,良,6,2
2,202206000000 ,Other,6,12,ビーマイベイビー,杉原,ダ,1200,良,6.7,3
3,202206000000 ,Other,6,11,アルマセクメト,三浦,ダ,1200,良,7,4
4,202206000000 ,Other,8,16,グリモリオ,菅原明,ダ,1200,良,16.1,5
5,202206000000 ,Other,3,5,クローリスノキセキ,戸崎圭,ダ,1200,良,20.6,6
6,202206000000 ,Other,4,8,タマダイヤモンド,横山琉,ダ,1200,良,139.5,7
7,202206000000 ,Other,3,6,ノーブルハーバー,宮崎,ダ,1200,良,200.2,8
8,202206000000 ,Other,8,15,ベルポート,菊沢,ダ,1200,良,376.4,9
9,202206000000 ,Other,1,1,ディープブルーム,江田照,ダ,1200,良,229.3,10
10,202206000000 ,Other,2,4,ドナテッラ,吉田豊,ダ,1200,良,71.7,11
11,202206000000 ,Other,1,2,ネオトリニティー,内田博,ダ,1200,良,46.4,12
12,202206000000 ,Other,7,13,ファントムルージュ,永野,ダ,1200,良,60,13
13,202206000000 ,Other,4,7,ジュンダイハード,木幡育,ダ,1200,良,328.9,14
14,202206000000 ,Other,5,10,アイファーラクーン,丸山,ダ,1200,良,639.3,15
15,202206000000 ,Other,7,14,ムーンティアーズ,野中,ダ,1200,良,91.7,16
0,202206000000 ,Other,8,15,ホウオウルバン,内田博,ダ,1800,良,19,1
1,202206000000 ,Other,7,12,タイセイスラッガー,Ｍデム,ダ,1800,良,6.8,2
2,202206000000 ,Other,6,10,クリーンスレイト,菅原明,ダ,1800,良,2.1,3
3,202206000000 ,Other,7,13,ダイワドノヴァン,三浦,ダ,1800,良,9.8,4
4,202206000000 ,Other,5,9,ホウオウセレシオン,戸崎圭,ダ,1800,良,3.4,5
5,202206000000 ,Other,2,2,スクリーンプロセス,大野,ダ,1800,良,46.6,6
6,202206000000 ,Other,6,11,ジュンキリタップ,吉田豊,ダ,1800,良,69.6,7
7,202206000000 ,Other,4,6,ファイヴレター,北村宏,ダ,1800,良,49.8,8
8,202206000000 ,Other,5,8,デルマラピスラズリ,菅原隆,ダ,1800,良,49.6,9
9,202206000000 ,Other,2,3,マイネルイリャルギ,柴田大,ダ,1800,良,208.1,10
10,202206000000 ,Other,3,5,フーズサイド,菊沢,ダ,1800,良,104.7,11
11,202206000000 ,Other,1,1,シャドウセッション,永野,ダ,1800,良,37.5,12
12,202206000000 ,Other,4,7,マイネルタイムリー,川須,ダ,1800,良,71.6,13
13,202206000000 ,Other,8,14,ルフィアンキック,横山琉,ダ,1800,良,402.9,14
14,202206000000 ,Other,3,4,フィアレスハート,石橋脩,ダ,1800,良,14.3,15
0,202206000000 ,Other,1,1,サウンドビバーチェ,石橋脩,芝,1600,良,2.2,1
1,202206000000 ,Other,8,10,フミバレンタイン,三浦,芝,1600,良,31.2,2
2,202206000000 ,Other,7,9,ニシノタマユラ,内田博,芝,1600,良,101.2,3
3,202206000000 ,Other,5,5,サーマルウインド,大野,芝,1600,良,5.5,4
4,202206000000 ,Other,7,8,ロムネヤ,戸崎圭,芝,1600,良,2.9,5
5,202206000000 ,Other,6,6,ラブパイロー,野中,芝,1600,良,137.5,6
6,202206000000 ,Other,4,4,ラッピングカラーズ,Ｍデム,芝,1600,良,5.6,7
7,202206000000 ,Other,6,7,スリールサンセール,菅原明,芝,1600,良,19.2,8
8,202206000000 ,Other,8,11,セプテンベル,永野,芝,1600,良,149.6,9
9,202206000000 ,Other,2,2,メイプルシスター,江田照,芝,1600,良,485.4,10
10,202206000000 ,Other,3,3,セヲハヤミ,杉原,芝,1600,良,556.8,11
0,202206000000 ,Other,6,7,デュアライズ,菅原明,ダ,1800,良,19.1,1
1,202206000000 ,Other,5,5,バイシュラバナ,Ｍデム,ダ,1800,良,5.2,2
2,202206000000 ,Other,3,3,ノーブルシルエット,戸崎圭,ダ,1800,良,1.8,3
3,202206000000 ,Other,4,4,ペルセウスシチー,三浦,ダ,1800,良,5,4
4,202206000000 ,Other,1,1,デッドアヘッド,大野,ダ,1800,良,22.3,5
5,202206000000 ,Other,8,11,デルマオニキス,北村宏,ダ,1800,良,11.9,6
6,202206000000 ,Other,8,12,ナンヨーイザヨイ,江田照,ダ,1800,良,125.1,7
7,202206000000 ,Other,7,10,パワポケプリメーロ,内田博,ダ,1800,良,13.7,8
8,202206000000 ,Other,7,9,アルーフクライ,石橋脩,ダ,1800,良,31.3,9
9,202206000000 ,Other,2,2,チェルアルコ,永野,ダ,1800,良,226.1,10
10,202206000000 ,Other,6,8,サンシロウ,小林脩,ダ,1800,良,154.5,11
11,202206000000 ,Other,5,6,トップオブメジャー,丸山,ダ,1800,良,70.5,12
0,202206000000 ,Other,3,5,サンライズオネスト,北村宏,芝,1200,良,7.9,1
1,202206000000 ,Other,7,13,マリアズハート,大野,芝,1200,良,12.1,2
2,202206000000 ,Other,5,10,マイネルジェロディ,柴田大,芝,1200,良,2.7,3
3,202206000000 ,Other,5,9,ルッジェーロ,Ｍデム,芝,1200,良,5.6,4
4,202206000000 ,Other,2,4,アルピニズム,永野,芝,1200,良,8,5
5,202206000000 ,Other,4,7,ラヴィングアンサー,石橋脩,芝,1200,良,18.4,6
6,202206000000 ,Other,2,3,トウショウピスト,内田博,芝,1200,良,134.9,7
7,202206000000 ,Other,8,16,ダイメイフジ,菅原明,芝,1200,良,30.9,8
8,202206000000 ,Other,8,15,ライオンボス,嶋田,芝,1200,良,73.6,9
9,202206000000 ,Other,3,6,ショウナンバビアナ,吉田豊,芝,1200,良,36,10
10,202206000000 ,Other,6,12,サンノゼテソーロ,江田照,芝,1200,良,51,11
11,202206000000 ,Other,1,1,マイネルアルケミー,丸山,芝,1200,良,76.1,12
12,202206000000 ,Other,7,14,ダノンチェイサー,戸崎圭,芝,1200,良,6.7,13
13,202206000000 ,Other,4,8,カイザーメランジェ,三浦,芝,1200,良,22.1,14
14,202206000000 ,Other,6,11,ダイシンバルカン,横山琉,芝,1200,良,419.3,15
15,202206000000 ,Other,1,2,キングハート,木幡育,芝,1200,良,112.1,16
0,202206000000 ,Other,7,8,ブレークアップ,永野,芝,2200,良,4.2,1
1,202206000000 ,Other,8,10,ボーンジーニアス,丸山,芝,2200,良,2.9,2
2,202206000000 ,Other,6,6,チャックネイト,Ｍデム,芝,2200,良,3.7,3
3,202206000000 ,Other,1,1,アイスブラスト,菅原明,芝,2200,良,44.1,4
4,202206000000 ,Other,3,3,ウインエアフォルク,野中,芝,2200,良,22.1,5
5,202206000000 ,Other,8,11,モーソンピーク,戸崎圭,芝,2200,良,4.2,6
6,202206000000 ,Other,7,9,ウォルフズハウル,大野,芝,2200,良,15.1,7
7,202206000000 ,Other,4,4,スウェアー,吉田豊,芝,2200,良,78.7,8
8,202206000000 ,Other,5,5,ツクバソヴァール,横山琉,芝,2200,良,182.4,9
9,202206000000 ,Other,2,2,ヴァンベールシチー,内田博,芝,2200,良,167.3,10
10,202206000000 ,Other,6,7,アスティ,小林脩,芝,2200,良,98.1,11
0,202206000000 ,Other,3,5,ゲンパチプライド,横山琉,ダ,1200,良,6.4,1
1,202206000000 ,Other,6,11,ムーンワード,斎藤,ダ,1200,良,43.8,2
2,202206000000 ,Other,4,8,オリーヴベリー,菅原明,ダ,1200,良,56.4,3
3,202206000000 ,Other,7,14,エコロシルヴィー,ルメー,ダ,1200,良,4.6,4
4,202206000000 ,Other,8,16,グリーンライズ,永野,ダ,1200,良,21.8,5
5,202206000000 ,Other,8,15,モンスマルティス,三浦,ダ,1200,良,4.7,6
6,202206000000 ,Other,5,9,オーブラック,丹内,ダ,1200,良,2.8,7
7,202206000000 ,Other,2,3,ハピネスガッサン,戸崎圭,ダ,1200,良,9.1,8
8,202206000000 ,Other,2,4,ルルネージュ,江田照,ダ,1200,良,32.2,9
9,202206000000 ,Other,3,6,シルバーキングダム,吉田豊,ダ,1200,良,20,10
10,202206000000 ,Other,5,10,ザビッグマン,柴田大,ダ,1200,良,50.7,11
11,202206000000 ,Other,1,1,ウルオイ,杉原,ダ,1200,良,294.7,12
12,202206000000 ,Other,1,2,イチゴガリ,丸田,ダ,1200,良,495.9,13
13,202206000000 ,Other,7,13,セキテイジュウオー,田中勝,ダ,1200,良,271.1,14
14,202206000000 ,Other,4,7,ハルノトゥーリ,武士沢,ダ,1200,良,551.7,15
15,202206000000 ,Other,6,12,カガファクター,岩部,ダ,1200,良,104.7,16
0,202206000000 ,Other,8,15,ホノノディーヴァ,内田博,ダ,1800,良,2.1,1
1,202206000000 ,Other,5,8,ラブミーディザイア,大野,ダ,1800,良,20.2,2
2,202206000000 ,Other,8,14,イエローウィン,丹内,ダ,1800,良,68.8,3
3,202206000000 ,Other,4,7,ジューンポンポン,井上,ダ,1800,良,2.6,4
4,202206000000 ,Other,7,12,イサチルウキウキ,木幡初,ダ,1800,良,221.8,5
5,202206000000 ,Other,7,13,ノーブルグレイシャ,横山琉,ダ,1800,良,20.2,6
6,202206000000 ,Other,4,6,レインツリー,菅原明,ダ,1800,良,27.6,7
7,202206000000 ,Other,3,5,トレーネ,丸田,ダ,1800,良,79.9,8
8,202206000000 ,Other,6,10,エスカペード,戸崎圭,ダ,1800,良,74.4,9
9,202206000000 ,Other,3,4,シャムトラダイコウ,小林脩,ダ,1800,良,302.1,10
10,202206000000 ,Other,2,3,ナイルプロジェクト,石川,ダ,1800,良,31.4,11
11,202206000000 ,Other,1,1,ジョブックフィオリ,山田,ダ,1800,良,191.2,12
12,202206000000 ,Other,2,2,ブーガルー,永野,ダ,1800,良,11.6,13
13,202206000000 ,Other,5,9,モンタナサファイア,和田竜,ダ,1800,良,9.3,14
14,202206000000 ,Other,6,11,パンケーキ,木幡育,ダ,1800,良,344.9,15
0,202206000000 ,Other,6,11,ホウオウニンジャ,和田竜,ダ,1800,良,9,1
1,202206000000 ,Other,1,2,ブラックピアノ,大野,ダ,1800,良,17.6,2
2,202206000000 ,Other,7,13,オセアレジェンド,団野,ダ,1800,良,8.9,3
3,202206000000 ,Other,3,5,ライリッズ,岩田康,ダ,1800,良,9,4
4,202206000000 ,Other,5,9,ミストルティン,菅原明,ダ,1800,良,16.9,5
5,202206000000 ,Other,2,3,サバンナモンキー,石川,ダ,1800,良,5,6
6,202206000000 ,Other,4,8,シャンダス,斎藤,ダ,1800,良,207.1,7
7,202206000000 ,Other,8,15,ヴァプンアート,戸崎圭,ダ,1800,良,3.6,8
8,202206000000 ,Other,1,1,ヒメカミノイタダキ,菊沢,ダ,1800,良,53.8,9
9,202206000000 ,Other,5,10,フジシュウセツ,内田博,ダ,1800,良,31.9,10
10,202206000000 ,Other,2,4,モール,石橋脩,ダ,1800,良,3.9,11
11,202206000000 ,Other,8,16,グラフィティウォー,永野,ダ,1800,良,273.3,12
12,202206000000 ,Other,3,6,ジュンバレット,小林脩,ダ,1800,良,349.8,13
13,202206000000 ,Other,6,12,カラニ,武士沢,ダ,1800,良,677.1,14
14,202206000000 ,Other,4,7,ヴェルダット,横山琉,ダ,1800,良,380.4,15
15,202206000000 ,Other,7,14,トーセンソロモン,江田照,ダ,1800,良,127.1,16
0,202206000000 ,Other,2,2,チャプリ,菅原明,ダ,1800,良,9.4,1
1,202206000000 ,Other,3,4,キタノハートネル,武士沢,ダ,1800,良,23.8,2
2,202206000000 ,Other,6,10,ウインターセット,ルメー,ダ,1800,良,1.6,3
3,202206000000 ,Other,6,9,ソングオブバラード,松若,ダ,1800,良,72.2,4
4,202206000000 ,Other,4,5,ルチア,和田竜,ダ,1800,良,4.3,5
5,202206000000 ,Other,3,3,アカネ,永野,ダ,1800,良,75,6
6,202206000000 ,Other,7,12,エクセレントジェム,丸山,ダ,1800,良,22.7,7
7,202206000000 ,Other,8,14,カハラオプナ,丹内,ダ,1800,良,89.5,8
8,202206000000 ,Other,4,6,ニジイロノコマ,嶋田,ダ,1800,良,10.8,9
9,202206000000 ,Other,7,11,ジュリエンヌ,横山琉,ダ,1800,良,211.9,10
10,202206000000 ,Other,1,1,ヴァルドマルヌ,北村宏,ダ,1800,良,142.5,11
11,202206000000 ,Other,8,13,フルゴル,江田照,ダ,1800,良,48.4,12
