,レースID,レースクラス,枠,馬番,馬名,騎手,コース,距離,馬場,オッズ,順位
0,202205000000 ,Other,3,5,ベジャール,ルメー,芝,1800,良,3.2,1
1,202205000000 ,Other,5,9,フォーグッド,武豊,芝,1800,良,5.2,2
2,202205000000 ,Other,8,15,ベストフィーリング,横山武,芝,1800,良,1.7,3
3,202205000000 ,Other,7,14,トリプルスリル,戸崎圭,芝,1800,良,21.2,4
4,202205000000 ,Other,6,12,ノーブルガルフ,永野,芝,1800,良,199.6,5
5,202205000000 ,Other,1,1,ローズナイトシチー,Ｍデム,芝,1800,良,13.6,6
6,202205000000 ,Other,2,3,スズナミ,横山琉,芝,1800,良,176,7
7,202205000000 ,Other,6,11,デカメロン,山田,芝,1800,良,115.9,8
8,202205000000 ,Other,5,10,リュウバター,亀田,芝,1800,良,438.7,9
9,202205000000 ,Other,4,7,ホウオウバリスタ,岩田康,芝,1800,良,75.5,10
10,202205000000 ,Other,3,6,サントゥアーリオ,江田照,芝,1800,良,336.6,11
11,202205000000 ,Other,2,4,アルティマナイト,大野,芝,1800,良,104.2,12
12,202205000000 ,Other,1,2,コスモマーチ,柴田大,芝,1800,良,378.4,13
13,202205000000 ,Other,7,13,ナイルプロジェクト,石川,芝,1800,良,416.1,14
14,202205000000 ,Other,4,8,ミュージアムピース,杉原,芝,1800,良,277.1,15
15,202205000000 ,Other,8,16,エイシンドゥルガー,松岡,芝,1800,良,75,16
0,202205000000 ,Other,2,3,アルゲンテウス,武豊,芝,1600,良,5.2,1
1,202205000000 ,Other,1,1,ブルーグラスソング,田辺,芝,1600,良,10.7,2
2,202205000000 ,Other,7,13,アルマラウラ,吉田豊,芝,1600,良,92,3
3,202205000000 ,Other,4,7,インサニティ,岩田康,芝,1600,良,58.4,4
4,202205000000 ,Other,8,15,クロシュ,丸田,芝,1600,良,95.1,5
5,202205000000 ,Other,2,4,ルージュノブレス,戸崎圭,芝,1600,良,6.2,6
6,202205000000 ,Other,8,16,トシギャングスター,丸山,芝,1600,良,3.5,7
7,202205000000 ,Other,6,11,カナラクリーク,横山武,芝,1600,良,4.4,8
8,202205000000 ,Other,7,14,マリノヴィーナス,木幡初,芝,1600,良,105.2,9
9,202205000000 ,Other,4,8,ナスノアイゲツ,菊沢,芝,1600,良,7.2,10
10,202205000000 ,Other,5,10,アーストラベル,永野,芝,1600,良,19.3,11
11,202205000000 ,Other,1,2,ランビリズマ,柴田大,芝,1600,良,166.8,12
12,202205000000 ,Other,6,12,ムーランマグノリア,武士沢,芝,1600,良,251.2,13
13,202205000000 ,Other,3,5,サトノタケル,松岡,芝,1600,良,92.8,14
14,202205000000 ,Other,5,9,ウインオリハルコン,石川,芝,1600,良,28.5,15
15,202205000000 ,Other,3,6,テイエムジャーニー,菅原隆,芝,1600,良,157.9,16
0,202205000000 ,Other,2,3,フィールザワールド,藤岡佑,ダ,1400,良,3.3,1
1,202205000000 ,Other,2,4,ユイノチャッキー,吉田豊,ダ,1400,良,13,2
2,202205000000 ,Other,6,11,ブラックパンサー,田辺,ダ,1400,良,8.5,3
3,202205000000 ,Other,8,16,トロワシャルム,永野,ダ,1400,良,18.8,4
4,202205000000 ,Other,5,10,アポロセイラン,横山琉,ダ,1400,良,45,5
5,202205000000 ,Other,6,12,ブルメンダール,Ｍデム,ダ,1400,良,4.7,6
6,202205000000 ,Other,5,9,ユングヴィ,江田照,ダ,1400,良,6.4,7
7,202205000000 ,Other,8,15,クリノパイソン,小林脩,ダ,1400,良,90.2,8
8,202205000000 ,Other,4,7,バウンティハンター,松岡,ダ,1400,良,54.7,9
9,202205000000 ,Other,7,14,ダイチヴィット,武士沢,ダ,1400,良,241.5,10
10,202205000000 ,Other,1,1,ホワイトクロウ,岩田康,ダ,1400,良,6.8,11
11,202205000000 ,Other,3,5,ヴァンデリオン,野中,ダ,1400,良,50.6,12
12,202205000000 ,Other,4,8,ビバヴィットーリオ,横山武,ダ,1400,良,9.3,13
13,202205000000 ,Other,1,2,ラピカズマ,丸田,ダ,1400,良,161.9,14
14,202205000000 ,Other,7,13,シングンバズーカ,伊藤,ダ,1400,良,253.4,15
15,202205000000 ,Other,3,6,マルス,木幡育,ダ,1400,良,367.8,16
0,202205000000 ,Other,5,9,ダノンラスター,ルメー,ダ,2100,良,1.4,1
1,202205000000 ,Other,3,6,グレートバローズ,岩田康,ダ,2100,良,7.8,2
2,202205000000 ,Other,5,10,ラヴォラーレ,田辺,ダ,2100,良,7.7,3
3,202205000000 ,Other,3,5,ヴォートルエロー,江田照,ダ,2100,良,111.6,4
4,202205000000 ,Other,1,2,ポップフランセ,北村宏,ダ,2100,良,45.8,5
5,202205000000 ,Other,8,15,キスラー,武豊,ダ,2100,良,6.8,6
6,202205000000 ,Other,4,7,オーマオ,石川,ダ,2100,良,28.2,7
7,202205000000 ,Other,8,16,ダルムシュタット,丸田,ダ,2100,良,72.7,8
8,202205000000 ,Other,1,1,フーズサイド,横山琉,ダ,2100,良,70,9
9,202205000000 ,Other,6,11,エターナルボンド,永野,ダ,2100,良,38.1,10
10,202205000000 ,Other,2,4,ユメノサキ,大野,ダ,2100,良,93.7,11
11,202205000000 ,Other,2,3,アヴァニイ,亀田,ダ,2100,良,223,12
12,202205000000 ,Other,4,8,シュッドヴァデル,津村,ダ,2100,良,126.6,13
13,202205000000 ,Other,7,14,ネオストーリー,丸山,ダ,2100,良,104.3,14
14,202205000000 ,Other,6,12,ヒシエレガンス,藤岡佑,ダ,2100,良,204.5,15
15,202205000000 ,Other,7,13,サンシロウ,小林脩,ダ,2100,良,321.8,16
0,202205000000 ,Other,1,1,ロードエクレール,石川,ダ,1600,良,23,1
1,202205000000 ,Other,8,13,アドマイヤルプス,ルメー,ダ,1600,良,2.7,2
2,202205000000 ,Other,3,4,ボルサリーノ,Ｍデム,ダ,1600,良,15.3,3
3,202205000000 ,Other,3,3,オーバーディリバー,横山武,ダ,1600,良,7.9,4
4,202205000000 ,Other,6,10,プリマジア,田辺,ダ,1600,良,7.3,5
5,202205000000 ,Other,8,14,ボイラーハウス,江田照,ダ,1600,良,7.5,6
6,202205000000 ,Other,5,7,クリノドラゴン,武豊,ダ,1600,良,7.5,7
7,202205000000 ,Other,5,8,スズカゴウケツ,藤岡佑,ダ,1600,良,20.8,8
8,202205000000 ,Other,7,12,ホッコーハナミチ,戸崎圭,ダ,1600,良,9.6,9
9,202205000000 ,Other,2,2,カフェスペランツァ,松岡,ダ,1600,良,73.6,10
10,202205000000 ,Other,4,5,スズカコーズマンボ,北村宏,ダ,1600,良,62.2,11
11,202205000000 ,Other,7,11,シベリウス,野中,ダ,1600,良,379.5,12
12,202205000000 ,Other,4,6,エースレイジング,永野,ダ,1600,良,22.4,13
13,202205000000 ,Other,6,9,ダノングリスター,岩田康,ダ,1600,良,36.7,14
0,202205000000 ,Other,6,6,トウシンマカオ,戸崎圭,芝,1400,良,2.1,1
1,202205000000 ,Other,7,7,プルパレイ,Ｍデム,芝,1400,良,4.9,2
2,202205000000 ,Other,3,3,コラリン,ルメー,芝,1400,良,3.6,3
3,202205000000 ,Other,1,1,アルトシュタット,岩田康,芝,1400,良,9.1,4
4,202205000000 ,Other,8,10,リトス,石川,芝,1400,良,29.1,5
5,202205000000 ,Other,2,2,フリートオブフット,横山武,芝,1400,良,14,6
6,202205000000 ,Other,7,8,レッツリブオン,大野,芝,1400,良,13.8,7
7,202205000000 ,Other,5,5,ウインモナーク,松岡,芝,1400,良,51.5,8
8,202205000000 ,Other,4,4,シーズアクイーン,杉原,芝,1400,良,338.8,9
9,202205000000 ,Other,8,9,デュガ,武豊,芝,1400,良,,取消
0,202205000000 ,Other,3,4,ジャックドール,藤岡佑,芝,2000,良,2.2,1
1,202205000000 ,Other,3,3,アドマイヤハダル,横山武,芝,2000,良,4.4,2
2,202205000000 ,Other,8,14,グラティアス,ルメー,芝,2000,良,6.4,3
3,202205000000 ,Other,4,5,シュヴァリエローズ,大野,芝,2000,良,18.3,4
4,202205000000 ,Other,7,11,ディープモンスター,武豊,芝,2000,良,6,5
5,202205000000 ,Other,4,6,ゴールドギア,田辺,芝,2000,良,113.6,6
6,202205000000 ,Other,1,1,レッドサイオン,木幡育,芝,2000,良,79.5,7
7,202205000000 ,Other,5,7,フランツ,戸崎圭,芝,2000,良,46.1,8
8,202205000000 ,Other,6,10,シングフォーユー,Ｍデム,芝,2000,良,16.6,9
9,202205000000 ,Other,6,9,ランフォザローゼス,田中勝,芝,2000,良,81.4,10
10,202205000000 ,Other,5,8,バレリオ,津村,芝,2000,良,262,11
11,202205000000 ,Other,8,13,ニシノデイジー,丸山,芝,2000,良,236.3,12
12,202205000000 ,Other,2,2,アトミックフォース,江田照,芝,2000,良,51.1,13
13,202205000000 ,Other,7,12,ラインベック,岩田康,芝,2000,良,17.1,14
0,202205000000 ,Other,1,1,カランドゥーラ,田中勝,芝,1800,良,5.2,1
1,202205000000 ,Other,3,5,ディオスバリエンテ,ルメー,芝,1800,良,1.8,2
2,202205000000 ,Other,7,12,ノワールドゥジェ,戸崎圭,芝,1800,良,7.7,3
3,202205000000 ,Other,2,3,シルブロン,北村宏,芝,1800,良,23.7,4
4,202205000000 ,Other,2,2,カナロアガール,大野,芝,1800,良,62.6,5
5,202205000000 ,Other,6,11,ノーダブルディップ,津村,芝,1800,良,7.7,6
6,202205000000 ,Other,4,7,シャドウエリス,Ｍデム,芝,1800,良,25,7
7,202205000000 ,Other,5,8,サザンナイツ,伊藤,芝,1800,良,194.1,8
8,202205000000 ,Other,3,4,ドラミモン,永野,芝,1800,良,12.9,9
9,202205000000 ,Other,5,9,レベンディス,横山武,芝,1800,良,54.5,10
10,202205000000 ,Other,8,14,ヌンカプト,小林脩,芝,1800,良,364.3,11
11,202205000000 ,Other,7,13,クリノサンシャイン,江田照,芝,1800,良,408.9,12
12,202205000000 ,Other,4,6,ヴィントミューレ,杉原,芝,1800,良,60.9,13
13,202205000000 ,Other,6,10,ジュンブーケ,野中,芝,1800,良,215.4,14
14,202205000000 ,Other,8,15,ミッキーパンチ,田辺,芝,1800,良,22.4,中止
0,202205000000 ,Other,7,13,セブンダートオー,Ｍデム,ダ,1400,良,5.6,1
1,202205000000 ,Other,2,3,グリーンライズ,永野,ダ,1400,良,19.4,2
2,202205000000 ,Other,3,6,アポロプラネット,岩田望,ダ,1400,良,5,3
3,202205000000 ,Other,5,10,マイネルシトラス,柴田大,ダ,1400,良,3.2,4
4,202205000000 ,Other,6,12,ニシノフウジン,武豊,ダ,1400,良,13.9,5
5,202205000000 ,Other,5,9,ダイナマイトベルン,横山和,ダ,1400,良,13.6,6
6,202205000000 ,Other,6,11,ヘキクウ,津村,ダ,1400,良,4.1,7
7,202205000000 ,Other,3,5,ロルバーンスカイ,坂井,ダ,1400,良,56.2,8
8,202205000000 ,Other,7,14,ニューレトロ,横山琉,ダ,1400,良,23.7,9
9,202205000000 ,Other,1,2,フレイムジョーカー,大野,ダ,1400,良,17.5,10
10,202205000000 ,Other,2,4,ナナコロビヤオキ,岩部,ダ,1400,良,275.2,11
11,202205000000 ,Other,8,15,スターソルジャー,野中,ダ,1400,良,280.5,12
12,202205000000 ,Other,4,7,サノケン,石川,ダ,1400,良,265.1,13
13,202205000000 ,Other,8,16,リョウランポケット,山田,ダ,1400,良,382.5,14
14,202205000000 ,Other,4,8,ダイチスマイル,武士沢,ダ,1400,良,527.6,15
15,202205000000 ,Other,1,1,ソンブラーズ,小林脩,ダ,1400,良,356.2,16
0,202205000000 ,Other,8,13,セブンスレター,大野,ダ,2100,良,15.7,1
1,202205000000 ,Other,5,6,スペイスフォース,永野,ダ,2100,良,4.5,2
2,202205000000 ,Other,6,9,ケイアイグラビティ,岩田望,ダ,2100,良,14.4,3
3,202205000000 ,Other,3,3,ヒシアラカン,横山和,ダ,2100,良,20,4
4,202205000000 ,Other,4,5,サンセットクラウド,坂井,ダ,2100,良,2.7,5
5,202205000000 ,Other,7,11,インペリアルライン,岩田康,ダ,2100,良,3.4,6
6,202205000000 ,Other,8,12,ニシノレジスタンス,石川,ダ,2100,良,45.3,7
7,202205000000 ,Other,4,4,トーセンレガーロ,武士沢,ダ,2100,良,7.7,8
8,202205000000 ,Other,2,2,アカカゲ,野中,ダ,2100,良,30.6,9
9,202205000000 ,Other,7,10,タクティーレン,横山琉,ダ,2100,良,292.9,10
10,202205000000 ,Other,5,7,フォレスタブル,丸山,ダ,2100,良,305.7,11
11,202205000000 ,Other,6,8,アラビアンパレス,江田照,ダ,2100,良,129.3,12
12,202205000000 ,Other,1,1,シゲルキリン,小林脩,ダ,2100,良,160.6,13
0,202205000000 ,Other,8,16,スノーグレース,津村,ダ,1600,良,23.5,1
1,202205000000 ,Other,1,1,メイリトルラバー,岩田望,ダ,1600,良,14,2
2,202205000000 ,Other,5,10,アーレンダール,野中,ダ,1600,良,5.2,3
3,202205000000 ,Other,7,13,ピンキーウィンキー,武豊,ダ,1600,良,3.6,4
4,202205000000 ,Other,5,9,ソニンクヴァース,横山琉,ダ,1600,良,6,5
5,202205000000 ,Other,6,12,グットフォーチュン,横山武,ダ,1600,良,84.2,6
6,202205000000 ,Other,8,15,エフティイライザ,北村宏,ダ,1600,良,102.4,7
7,202205000000 ,Other,3,5,キガサ,坂井,ダ,1600,良,14.8,8
8,202205000000 ,Other,4,8,ハッピーバレー,嶋田,ダ,1600,良,7.8,9
9,202205000000 ,Other,7,14,キタノハートネル,武士沢,ダ,1600,良,13.6,10
10,202205000000 ,Other,4,7,キットクル,木幡初,ダ,1600,良,34.9,11
11,202205000000 ,Other,3,6,ブライティアコバ,木幡育,ダ,1600,良,154,12
12,202205000000 ,Other,1,2,ミラーレイク,山田,ダ,1600,良,285.4,13
13,202205000000 ,Other,2,3,マックロイド,大野,ダ,1600,良,73.3,14
14,202205000000 ,Other,2,4,フリフリ,永野,ダ,1600,良,104.8,15
15,202205000000 ,Other,6,11,ルージュエピス,戸崎圭,ダ,1600,良,6.5,16
0,202205000000 ,Other,7,14,ロンコーネ,戸崎圭,ダ,1600,良,1.6,1
1,202205000000 ,Other,6,11,アルマドラード,ルメー,ダ,1600,良,4,2
2,202205000000 ,Other,6,12,チュウワジョーダン,伊藤,ダ,1600,良,45.9,3
3,202205000000 ,Other,8,15,プルスウルトラ,Ｍデム,ダ,1600,良,8.8,4
4,202205000000 ,Other,8,16,ヨシオドライヴ,菊沢,ダ,1600,良,53.6,5
5,202205000000 ,Other,5,9,グレンフィナン,江田照,ダ,1600,良,348.3,6
6,202205000000 ,Other,3,5,セイウンオードリー,野中,ダ,1600,良,100.8,7
7,202205000000 ,Other,4,7,ナリノペッパー,北村宏,ダ,1600,良,67.4,8
8,202205000000 ,Other,7,13,ナンヨーヴィヨレ,横山琉,ダ,1600,良,65.6,9
9,202205000000 ,Other,2,3,アルバミノル,松岡,ダ,1600,良,90.5,10
10,202205000000 ,Other,1,2,マサカウマザンマイ,坂井,ダ,1600,良,30.3,11
11,202205000000 ,Other,5,10,ノームストリーム,武士沢,ダ,1600,良,361.4,12
12,202205000000 ,Other,2,4,バンディエラ,木幡初,ダ,1600,良,307.5,13
13,202205000000 ,Other,1,1,カンリンポチェ,横山武,ダ,1600,良,6.3,14
14,202205000000 ,Other,4,8,ブルベアカイリ,岩田康,ダ,1600,良,138.2,15
15,202205000000 ,Other,3,6,ハイスピリッツ,永野,ダ,1600,良,184.4,16
0,202205000000 ,Other,2,3,ダイバリオン,北村宏,芝,1600,良,4.4,1
1,202205000000 ,Other,7,14,バイオアート,戸崎圭,芝,1600,良,4,2
2,202205000000 ,Other,5,10,エリカコレクト,ルメー,芝,1600,良,2.8,3
3,202205000000 ,Other,3,6,バラジ,大野,芝,1600,良,17.9,4
4,202205000000 ,Other,3,5,ゼンノテンバ,岩田望,芝,1600,良,6.9,5
5,202205000000 ,Other,7,13,ブローヴェイス,菊沢,芝,1600,良,213.6,6
6,202205000000 ,Other,4,7,フルティージャ,坂井,芝,1600,良,57.5,7
7,202205000000 ,Other,1,2,グランプレジール,Ｍデム,芝,1600,良,10.7,8
8,202205000000 ,Other,6,11,ビーイング,杉原,芝,1600,良,606.7,9
9,202205000000 ,Other,8,16,ホワイトスパイダー,小林脩,芝,1600,良,86.3,10
10,202205000000 ,Other,5,9,プランセスカグヤ,横山琉,芝,1600,良,329.5,11
11,202205000000 ,Other,6,12,ジュンエキサイト,武豊,芝,1600,良,19,12
12,202205000000 ,Other,4,8,ハートディザイア,石川,芝,1600,良,217.6,13
13,202205000000 ,Other,1,1,テイエムオードリー,江田照,芝,1600,良,31,14
14,202205000000 ,Other,8,15,ニシノスズカゼ,永野,芝,1600,良,405.4,15
15,202205000000 ,Other,2,4,ヨウヘンテンモク,山田,芝,1600,良,580.7,16
0,202205000000 ,Other,2,4,カナテープ,横山武,芝,1800,良,2.5,1
1,202205000000 ,Other,3,5,ブラーバック,ルメー,芝,1800,良,2.3,2
2,202205000000 ,Other,6,11,ダノンアマレット,Ｍデム,芝,1800,良,16.2,3
3,202205000000 ,Other,8,15,アクロビンジャー,吉田豊,芝,1800,良,93.7,4
4,202205000000 ,Other,4,8,ドリームビリーバー,横山和,芝,1800,良,35.9,5
5,202205000000 ,Other,5,9,クオーレドーロ,永野,芝,1800,良,12.4,6
6,202205000000 ,Other,7,13,ブライトオンベイス,北村宏,芝,1800,良,25.7,7
7,202205000000 ,Other,3,6,ブリーザフレスカ,津村,芝,1800,良,8.6,8
8,202205000000 ,Other,6,12,ニシノスピカ,野中,芝,1800,良,144.8,9
9,202205000000 ,Other,1,2,モズクレオパトラ,坂井,芝,1800,良,33.9,10
10,202205000000 ,Other,4,7,シャドウマッドネス,大野,芝,1800,良,84.5,11
11,202205000000 ,Other,5,10,エコロガナドール,嶋田,芝,1800,良,93.7,12
12,202205000000 ,Other,7,14,タイセイエール,石川,芝,1800,良,96.5,13
13,202205000000 ,Other,2,3,ピアーステソーロ,秋山真,芝,1800,良,48.9,14
14,202205000000 ,Other,1,1,オウケンマックイン,小林脩,芝,1800,良,240.3,15
15,202205000000 ,Other,8,16,ボニーマジェスティ,江田照,芝,1800,良,287,16
0,202205000000 ,Other,6,8,フジマサインパクト,野中,ダ,2100,良,3.5,1
1,202205000000 ,Other,6,7,ピュアブラッド,横山武,ダ,2100,良,6.5,2
2,202205000000 ,Other,8,12,ローズボウル,坂井,ダ,2100,良,3.2,3
3,202205000000 ,Other,4,4,ビーマイセルフ,杉原,ダ,2100,良,27.4,4
4,202205000000 ,Other,5,6,エコロカナワン,北村宏,ダ,2100,良,16.9,5
5,202205000000 ,Other,7,10,ニシノソワレ,ルメー,ダ,2100,良,6.8,6
6,202205000000 ,Other,8,11,セイカヤマノ,石川,ダ,2100,良,230.1,7
7,202205000000 ,Other,7,9,ネオヴィットーリア,松岡,ダ,2100,良,139.1,8
8,202205000000 ,Other,5,5,サトノアレックス,永野,ダ,2100,良,36.5,9
9,202205000000 ,Other,2,2,セルヴァン,戸崎圭,ダ,2100,良,5.9,10
10,202205000000 ,Other,3,3,ヤマノマタカ,江田照,ダ,2100,良,21.8,11
11,202205000000 ,Other,1,1,ダノンアポロン,岩田望,ダ,2100,良,79.5,12
0,202205000000 ,Other,3,6,レモンポップ,戸崎圭,ダ,1400,良,1.5,1
1,202205000000 ,Other,6,12,ノーリス,Ｍデム,ダ,1400,良,7.6,2
2,202205000000 ,Other,4,7,コモレビキラリ,野中,ダ,1400,良,34.3,3
3,202205000000 ,Other,7,14,タイセイサムソン,横山和,ダ,1400,良,5.3,4
4,202205000000 ,Other,5,10,エターナリー,岩田康,ダ,1400,良,12.3,5
5,202205000000 ,Other,5,9,サトノムスタング,岩田望,ダ,1400,良,145.7,6
6,202205000000 ,Other,4,8,フラッフィクラウド,江田照,ダ,1400,良,89.8,7
7,202205000000 ,Other,3,5,モリトユウブ,小林脩,ダ,1400,良,282.4,8
8,202205000000 ,Other,1,1,サンキーウエスト,岩部,ダ,1400,良,244.3,9
9,202205000000 ,Other,6,11,ミツカネプリンス,横山武,ダ,1400,良,79.1,10
10,202205000000 ,Other,2,4,タケルラスティ,坂井,ダ,1400,良,12.8,11
11,202205000000 ,Other,2,3,ペガサスターボ,吉田豊,ダ,1400,良,72.8,12
12,202205000000 ,Other,1,2,グラナタス,北村宏,ダ,1400,良,220,13
13,202205000000 ,Other,8,16,バーンパッション,大野,ダ,1400,良,85.1,14
14,202205000000 ,Other,8,15,マイナーズライト,永野,ダ,1400,良,55.7,15
15,202205000000 ,Other,7,13,サノハニー,横山琉,ダ,1400,良,395,16
0,202205000000 ,Other,7,7,ドゥラドーレス,戸崎圭,芝,1800,良,3.7,1
1,202205000000 ,Other,5,5,ウィズグレイス,ルメー,芝,1800,良,1.4,2
2,202205000000 ,Other,1,1,デルマグレムリン,武豊,芝,1800,良,9,3
3,202205000000 ,Other,2,2,エールトゥヘヴン,川田,芝,1800,良,20.8,4
4,202205000000 ,Other,8,8,カミニートデルレイ,横山武,芝,1800,良,11.1,5
5,202205000000 ,Other,3,3,ビヨンドザタイム,Ｍデム,芝,1800,良,62.5,6
6,202205000000 ,Other,6,6,ポケットシンデレラ,坂井,芝,1800,良,93.8,7
7,202205000000 ,Other,4,4,エンパイアウエスト,津村,芝,1800,良,40.6,8
0,202205000000 ,Other,1,1,リフレイム,野中,芝,1600,良,2.6,1
1,202205000000 ,Other,3,3,タガノディアーナ,横山和,芝,1600,良,5.4,2
2,202205000000 ,Other,2,2,ウイングレイテスト,松岡,芝,1600,良,3.2,3
3,202205000000 ,Other,7,7,ヴィッテルスバッハ,石川,芝,1600,良,15.5,4
4,202205000000 ,Other,6,6,ホウオウラスカーズ,大野,芝,1600,良,3.5,5
5,202205000000 ,Other,4,4,ホウオウカトリーヌ,坂井,芝,1600,良,95.9,6
6,202205000000 ,Other,5,5,ドラグーンシチー,北村宏,芝,1600,良,76.6,7
7,202205000000 ,Other,8,8,ナンヨーイザヨイ,江田照,芝,1600,良,122.6,8
0,202205000000 ,G3,6,11,テイエムサウスダン,岩田康,ダ,1400,良,11.5,1
1,202205000000 ,G3,4,7,ヘリオス,武豊,ダ,1400,良,6.7,2
2,202205000000 ,G3,4,8,タガノビューティー,津村,ダ,1400,良,4.7,3
3,202205000000 ,G3,3,6,ジャスティン,坂井,ダ,1400,良,74,4
4,202205000000 ,G3,3,5,オメガレインボー,横山和,ダ,1400,良,5.3,5
5,202205000000 ,G3,6,12,タイムフライヤー,Ｍデム,ダ,1400,良,13.5,6
6,202205000000 ,G3,2,3,モジアナフレイバー,真島大,ダ,1400,良,20.3,7
7,202205000000 ,G3,2,4,スリーグランド,岩田望,ダ,1400,良,18.3,8
8,202205000000 ,G3,5,9,ソリストサンダー,戸崎圭,ダ,1400,良,3.9,9
9,202205000000 ,G3,8,16,エアアルマス,ルメー,ダ,1400,良,9.4,10
10,202205000000 ,G3,8,15,ジャスパープリンス,川田,ダ,1400,良,40.3,11
11,202205000000 ,G3,1,2,レピアーウィット,大野,ダ,1400,良,62.6,12
12,202205000000 ,G3,7,13,サクセスエナジー,石川,ダ,1400,良,143.7,13
13,202205000000 ,G3,1,1,オーロラテソーロ,秋山真,ダ,1400,良,83,14
14,202205000000 ,G3,7,14,トップウイナー,横山琉,ダ,1400,良,302.9,15
15,202205000000 ,G3,5,10,リアンヴェリテ,国分恭,ダ,1400,良,162.9,16
0,202205000000 ,Other,6,6,カーディナル,ルメー,芝,2000,良,1.8,1
1,202205000000 ,Other,8,8,ケンアンビシャス,坂井,芝,2000,良,7.4,2
2,202205000000 ,Other,3,3,クインズサン,北村宏,芝,2000,良,41.4,3
3,202205000000 ,Other,1,1,プロース,野中,芝,2000,良,23.7,4
4,202205000000 ,Other,5,5,シャドウセッション,大野,芝,2000,良,37.6,5
5,202205000000 ,Other,2,2,ドンナセレーノ,横山和,芝,2000,良,2.4,6
6,202205000000 ,Other,4,4,アイスブラスト,岩田望,芝,2000,良,18.9,7
7,202205000000 ,Other,7,7,エメラルスター,横山琉,芝,2000,良,121,8
0,202205000000 ,Other,3,6,ヴィブラフォン,横山武,ダ,1400,良,2.4,1
1,202205000000 ,Other,6,12,オーロラアーク,武士沢,ダ,1400,良,5.2,2
2,202205000000 ,Other,6,11,ランパデール,丸山,ダ,1400,良,15.5,3
3,202205000000 ,Other,8,15,ビッグロジールーフ,柴田大,ダ,1400,良,128.5,4
4,202205000000 ,Other,1,2,ベストスマイル,伊藤,ダ,1400,良,75,5
5,202205000000 ,Other,5,9,パーチル,内田博,ダ,1400,良,47.5,6
6,202205000000 ,Other,5,10,クーシフォン,戸崎圭,ダ,1400,良,15,7
7,202205000000 ,Other,2,3,ハクサンセーラー,江田照,ダ,1400,良,8,8
8,202205000000 ,Other,8,16,ラブミーディザイア,大野,ダ,1400,良,5.2,9
9,202205000000 ,Other,2,4,フラッシュサンダー,小林脩,ダ,1400,良,27.2,10
10,202205000000 ,Other,7,14,リュウノアン,松岡,ダ,1400,良,223.6,11
11,202205000000 ,Other,4,8,ライズザトーチ,嶋田,ダ,1400,良,17.3,12
12,202205000000 ,Other,1,1,ベロア,石川,ダ,1400,良,30.4,13
13,202205000000 ,Other,7,13,キネンビ,菊沢,ダ,1400,良,312.3,14
14,202205000000 ,Other,3,5,ピオニール,横山琉,ダ,1400,良,258.8,15
15,202205000000 ,Other,4,7,ナツイチバン,吉田豊,ダ,1400,良,43.3,16
0,202205000000 ,Other,8,15,ニシノスーベニア,内田博,ダ,1300,良,33.6,1
1,202205000000 ,Other,6,11,モンサンレジャンド,戸崎圭,ダ,1300,良,34.5,2
2,202205000000 ,Other,2,4,ナンデフェスティヴ,大野,ダ,1300,良,30.5,3
3,202205000000 ,Other,3,6,メルト,的場,ダ,1300,良,24.3,4
4,202205000000 ,Other,7,14,サイキョウノオンナ,小林脩,ダ,1300,良,387.8,5
5,202205000000 ,Other,4,8,ファームラヴ,永野,ダ,1300,良,31.6,6
6,202205000000 ,Other,2,3,ニシノコニャック,Ｍデム,ダ,1300,良,1.7,7
7,202205000000 ,Other,7,13,ペイシャブライティ,山田,ダ,1300,良,17.6,8
8,202205000000 ,Other,8,16,パイツィーレン,横山武,ダ,1300,良,4.4,9
9,202205000000 ,Other,3,5,フィーカ,田辺,ダ,1300,良,13.7,10
10,202205000000 ,Other,5,10,オリーヴベリー,三浦,ダ,1300,良,7.3,11
11,202205000000 ,Other,6,12,ネクタリス,石川,ダ,1300,良,63.7,12
12,202205000000 ,Other,1,2,アポロウェイラーズ,吉田豊,ダ,1300,良,315.9,13
13,202205000000 ,Other,5,9,シンソーブ,横山琉,ダ,1300,良,626.7,14
14,202205000000 ,Other,4,7,ジャンヌデュモン,江田照,ダ,1300,良,577.1,15
15,202205000000 ,Other,1,1,ムーンティアラ,野中,ダ,1300,良,232.5,16
0,202205000000 ,Other,2,4,ドンレパルス,大野,ダ,1600,良,17.2,1
1,202205000000 ,Other,1,1,オクトニオン,横山武,ダ,1600,良,3.3,2
2,202205000000 ,Other,1,2,フランベルジュ,ルメー,ダ,1600,良,3.8,3
3,202205000000 ,Other,6,12,ラズライト,小林脩,ダ,1600,良,48.3,4
4,202205000000 ,Other,8,15,ジョーカーブラウン,戸崎圭,ダ,1600,良,3.9,5
5,202205000000 ,Other,6,11,コスモガラクシア,柴田大,ダ,1600,良,8.6,6
6,202205000000 ,Other,3,5,ハローサブリナ,永野,ダ,1600,良,57.2,7
7,202205000000 ,Other,8,16,ダイチヴィヴァン,北村宏,ダ,1600,良,13.5,8
8,202205000000 ,Other,5,9,ゴールドルパン,田辺,ダ,1600,良,24,9
9,202205000000 ,Other,7,14,ドルズプライスレス,武士沢,ダ,1600,良,11.6,10
10,202205000000 ,Other,2,3,スノーフォックス,江田照,ダ,1600,良,96.8,11
